Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Anita,P,Sidoarjo,13,4,95,80,90,75,95,90,75,90,90,90,100,95,100,80,80,100,95,75,14,160031,108
Bella,P,Surabaya,12,5,75,95,80,80,75,75,90,95,90,90,95,80,80,85,90,75,95,80,16,160032,108
Cakra,L,Surabaya,12,2,95,85,85,95,95,90,80,100,80,80,100,95,75,85,90,80,95,90,14,160033,108
Citra,P,Gresik,13,3,95,100,100,100,90,95,95,100,90,80,75,95,80,100,100,75,100,80,15,160034,108
Citra,P,Malang,12,2,80,100,75,95,80,75,80,90,85,75,80,95,80,90,85,80,95,95,16,160035,108
Desi,P,Jakarta,12,5,85,95,95,80,80,80,95,80,95,75,95,80,100,95,95,95,75,85,16,160036,108
Diah,P,Surabaya,13,4,85,90,90,85,90,90,80,85,95,90,100,90,90,90,95,85,80,85,16,160037,108
Fani,P,Surabaya,13,4,90,80,80,75,85,90,90,85,100,95,90,85,95,100,75,100,85,85,14,160038,108
Farhan,L,Gresik,13,2,100,90,80,100,75,95,85,80,95,90,100,95,80,85,90,90,95,85,15,160039,108
Fikri,L,Gresik,13,3,100,95,95,80,95,80,100,85,75,75,100,85,80,90,85,95,80,100,16,160040,108
Hanif,L,Malang,13,3,95,80,80,75,75,85,85,90,95,100,75,90,95,85,85,85,75,80,16,160041,108
Indra,L,Surabaya,13,2,90,75,75,90,100,85,100,95,100,100,95,90,75,75,95,90,80,100,14,160042,108
Intan,P,Malang,13,2,80,80,75,90,80,85,80,80,85,85,75,80,95,75,95,85,80,95,16,160043,108
Irfan,L,Gresik,13,4,85,80,85,90,85,100,80,100,95,80,90,95,75,80,80,80,80,85,13,160044,108
Kunto,L,Malang,13,5,75,80,95,80,90,90,95,85,80,75,95,85,90,95,80,85,80,85,14,160045,108
Laksamana,L,Gresik,12,3,80,95,75,75,75,80,85,95,95,95,95,100,85,80,85,95,95,80,16,160046,108
Mita,P,Surabaya,12,5,85,80,85,95,95,90,100,80,80,80,80,95,80,90,80,80,80,75,15,160047,108
Nia,P,Surabaya,14,4,95,85,90,85,85,85,95,80,90,80,90,90,95,85,85,75,100,95,16,160048,108
Opan,L,Surabaya,12,5,90,85,100,90,80,100,75,85,90,95,95,80,95,80,85,95,75,75,14,160049,108
Prasetyo,L,Surabaya,13,2,95,90,95,85,75,80,95,85,100,100,80,95,80,80,95,75,80,95,15,160050,108
Qori,L,Surabaya,12,3,75,90,100,100,95,100,75,85,80,85,80,95,90,85,90,80,95,85,16,160051,108
Satria,L,Surabaya,13,3,80,85,95,80,95,100,75,95,100,85,95,85,100,75,95,100,80,85,16,160052,108
Tama,L,Malang,13,5,85,75,100,80,95,85,85,85,85,90,90,80,85,75,80,85,75,85,14,160053,108
Tania,P,Malang,13,3,95,95,95,75,80,95,85,85,80,90,85,85,95,100,75,90,85,75,13,160054,108
Toni,L,Jakarta,12,3,100,100,95,95,95,95,80,80,90,75,75,100,85,85,90,85,100,90,16,160055,108
Usman,L,Gresik,12,5,90,75,90,95,80,80,80,100,90,80,95,95,90,95,75,95,80,85,14,160056,108
Utari,P,Surabaya,13,2,100,75,85,85,90,95,100,95,80,90,80,95,95,90,80,80,90,90,13,160057,108
Vira,P,Malang,13,3,90,75,80,85,80,95,75,80,95,85,85,85,90,75,90,85,80,95,14,160058,108
Wira,L,Malang,13,3,90,100,95,80,100,85,100,95,80,75,75,90,80,90,100,90,100,95,16,160059,108
Zaki,L,Surabaya,13,5,95,85,95,95,80,90,100,85,95,90,95,85,95,90,90,80,90,75,16,160060,108
