Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Anita,P,Sidoarjo,13,4,75,85,95,90,100,80,85,75,90,75,90,95,85,80,90,95,100,100,14,160031,106
Bella,P,Surabaya,12,5,85,95,75,95,90,85,85,95,90,90,90,95,100,80,85,80,95,80,13,160032,106
Cakra,L,Surabaya,12,2,75,100,90,85,90,90,75,80,85,80,80,85,80,90,80,95,80,85,16,160033,106
Citra,P,Gresik,13,3,95,90,100,90,80,80,90,95,75,75,85,85,100,80,100,80,90,80,16,160034,106
Citra,P,Malang,12,2,75,90,85,95,90,100,90,85,95,90,85,80,80,80,95,100,80,85,16,160035,106
Desi,P,Jakarta,12,5,95,75,95,95,75,95,80,75,95,90,75,75,100,90,100,95,95,80,15,160036,106
Diah,P,Surabaya,13,4,100,90,95,90,100,80,80,75,80,75,90,95,80,95,90,95,100,80,16,160037,106
Fani,P,Surabaya,13,4,80,85,90,90,85,95,90,85,95,95,85,95,80,85,85,100,90,85,13,160038,106
Farhan,L,Gresik,13,2,85,90,90,80,80,95,75,80,80,95,85,80,80,95,90,80,95,95,16,160039,106
Fikri,L,Gresik,13,3,75,85,95,90,90,90,85,80,80,85,90,80,85,90,85,85,85,85,16,160040,106
Hanif,L,Malang,13,3,90,95,90,80,75,85,85,80,85,90,90,80,75,100,85,85,75,80,16,160041,106
Indra,L,Surabaya,13,2,100,90,90,100,100,80,85,100,95,95,80,100,85,80,80,95,80,100,16,160042,106
Intan,P,Malang,13,2,90,95,95,75,95,85,80,95,95,90,95,85,75,85,75,85,85,85,15,160043,106
Irfan,L,Gresik,13,4,75,75,75,80,90,75,90,85,95,80,90,75,95,100,75,75,75,90,15,160044,106
Kunto,L,Malang,13,5,85,90,80,85,85,75,80,95,100,80,90,85,75,95,90,90,90,85,16,160045,106
Laksamana,L,Gresik,12,3,85,90,100,100,100,85,100,85,80,85,75,90,95,90,100,90,90,80,14,160046,106
Mita,P,Surabaya,12,5,80,95,85,90,90,95,100,80,90,85,95,80,85,95,100,90,90,95,16,160047,106
Nia,P,Surabaya,14,4,100,95,95,90,80,80,90,80,75,80,75,90,100,90,90,80,80,95,14,160048,106
Opan,L,Surabaya,12,5,100,85,80,90,100,80,80,100,90,90,75,95,85,80,90,100,80,95,16,160049,106
Prasetyo,L,Surabaya,13,2,75,90,75,75,95,90,90,85,80,100,85,80,90,85,100,95,80,95,16,160050,106
Qori,L,Surabaya,12,3,95,85,80,75,75,80,75,95,75,85,95,75,100,90,80,80,80,90,16,160051,106
Satria,L,Surabaya,13,3,75,90,80,80,95,95,80,85,75,95,80,90,85,80,85,90,100,100,16,160052,106
Tama,L,Malang,13,5,80,80,85,100,100,85,85,75,90,95,80,85,85,90,90,95,100,80,14,160053,106
Tania,P,Malang,13,3,90,95,95,75,90,90,100,75,95,80,95,80,85,90,90,95,85,75,16,160054,106
Toni,L,Jakarta,12,3,90,85,85,95,100,85,75,80,75,85,100,80,90,100,90,90,90,80,16,160055,106
Usman,L,Gresik,12,5,100,85,80,95,100,90,80,90,85,75,100,100,90,100,75,95,100,80,16,160056,106
Utari,P,Surabaya,13,2,80,90,90,95,100,95,85,75,85,75,75,80,85,90,80,75,80,75,14,160057,106
Vira,P,Malang,13,3,100,75,95,90,90,100,75,80,85,95,100,90,85,80,95,90,75,85,16,160058,106
Wira,L,Malang,13,3,85,95,75,100,90,85,95,85,85,95,100,85,95,100,95,90,95,95,16,160059,106
Zaki,L,Surabaya,13,5,80,90,95,85,90,95,80,80,100,100,80,100,80,95,90,100,95,100,14,160060,106
