Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Anita,P,Sidoarjo,13,4,100,85,85,80,100,95,80,100,95,75,95,85,80,85,95,90,75,90,14,160031,102
Bella,P,Surabaya,12,5,90,95,95,80,95,85,90,90,95,100,85,90,100,95,85,80,100,95,16,160032,102
Cakra,L,Surabaya,12,2,90,75,90,90,95,80,80,95,95,85,75,90,90,75,80,95,95,100,16,160033,102
Citra,P,Gresik,13,3,85,85,90,90,85,95,95,75,95,95,75,85,100,85,75,100,95,85,15,160034,102
Citra,P,Malang,12,2,80,95,85,80,80,95,75,95,90,90,85,95,100,80,75,100,75,85,16,160035,102
Desi,P,Jakarta,12,5,80,100,85,90,80,85,95,90,100,100,85,100,95,80,80,80,90,80,15,160036,102
Diah,P,Surabaya,13,4,90,95,100,95,95,75,100,85,80,80,80,90,80,80,75,75,95,75,16,160037,102
Fani,P,Surabaya,13,4,90,85,100,85,90,90,90,80,85,90,85,100,75,95,75,100,90,75,16,160038,102
Farhan,L,Gresik,13,2,80,95,75,85,75,80,85,95,85,100,85,80,90,95,85,100,95,80,16,160039,102
Fikri,L,Gresik,13,3,80,100,80,85,95,85,80,95,100,95,80,100,100,100,85,95,75,80,16,160040,102
Hanif,L,Malang,13,3,85,100,95,85,80,90,80,90,100,90,80,85,75,85,90,95,90,100,14,160041,102
Indra,L,Surabaya,13,2,75,85,95,85,85,100,80,90,85,100,90,80,85,85,85,85,80,95,16,160042,102
Intan,P,Malang,13,2,100,95,85,90,80,90,95,90,80,100,85,90,90,80,80,85,80,85,15,160043,102
Irfan,L,Gresik,13,4,100,95,100,90,100,95,80,95,80,90,80,85,80,95,85,90,85,100,15,160044,102
Kunto,L,Malang,13,5,75,85,100,85,85,85,95,80,95,90,80,100,90,95,90,85,80,85,16,160045,102
Laksamana,L,Gresik,12,3,90,100,80,100,85,85,95,95,95,85,90,100,100,100,90,100,85,80,15,160046,102
Mita,P,Surabaya,12,5,80,100,100,95,95,75,100,90,85,85,85,85,85,90,75,100,95,85,15,160047,102
Nia,P,Surabaya,14,4,100,90,100,95,75,80,85,80,85,75,75,75,90,85,85,75,80,85,16,160048,102
Opan,L,Surabaya,12,5,95,80,90,95,85,85,100,85,95,75,100,85,90,75,75,90,90,100,15,160049,102
Prasetyo,L,Surabaya,13,2,90,95,100,90,85,80,85,90,90,85,90,85,90,75,95,80,90,95,16,160050,102
Qori,L,Surabaya,12,3,95,90,75,75,75,75,100,100,75,90,95,100,100,80,95,90,85,90,16,160051,102
Satria,L,Surabaya,13,3,95,85,100,90,80,75,80,75,90,80,90,90,95,80,95,90,90,100,16,160052,102
Tama,L,Malang,13,5,90,95,85,85,85,95,90,85,100,85,90,85,85,80,85,85,85,85,15,160053,102
Tania,P,Malang,13,3,95,90,95,100,90,95,95,90,95,90,100,95,90,90,85,75,85,90,13,160054,102
Toni,L,Jakarta,12,3,80,95,75,100,95,100,90,85,95,80,100,90,75,75,90,95,90,80,16,160055,102
Usman,L,Gresik,12,5,90,95,80,90,80,90,80,90,80,90,85,100,85,75,90,85,100,90,16,160056,102
Utari,P,Surabaya,13,2,95,95,75,85,85,85,90,90,95,95,100,100,95,95,90,80,75,90,15,160057,102
Vira,P,Malang,13,3,80,90,90,100,85,100,80,90,95,95,80,100,75,75,90,95,95,100,16,160058,102
Wira,L,Malang,13,3,90,100,90,95,85,80,100,95,90,95,100,100,80,80,80,80,75,85,16,160059,102
Zaki,L,Surabaya,13,5,90,95,95,95,75,80,95,100,90,75,75,80,75,85,90,85,100,80,15,160060,102
