Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Ayu,P,Malang,15,5,80,75,80,75,80,80,100,95,95,90,75,85,85,85,75,95,85,90,14,160181,106
Bintang,L,Surabaya,14,2,85,100,80,90,100,85,80,95,95,80,100,85,95,75,75,75,80,85,16,160182,106
Bulan,P,Sidoarjo,15,4,95,85,95,100,85,90,95,80,75,80,85,85,80,75,90,80,95,80,13,160183,106
Bunga,P,Surabaya,15,3,80,95,85,80,85,90,80,75,95,90,95,80,75,100,80,80,75,80,15,160184,106
Edi,L,Surabaya,14,3,90,80,75,95,100,80,85,90,95,75,95,85,90,80,95,100,90,75,15,160185,106
Elok,P,Malang,15,2,85,95,100,80,75,95,90,80,85,75,100,95,80,90,75,75,85,90,16,160186,106
Erni,P,Gresik,14,4,100,85,100,95,85,75,85,80,90,80,95,80,85,90,75,95,90,80,16,160187,106
Fadhil,L,Surabaya,14,5,95,80,80,100,80,95,90,90,90,75,75,90,100,100,80,80,90,75,16,160188,106
Fitri,P,Gresik,15,3,75,95,80,95,85,75,85,95,90,90,85,90,100,75,100,80,95,100,13,160189,106
Gilang,L,Surabaya,15,3,90,90,75,90,90,90,95,75,75,85,95,80,90,85,95,85,80,95,16,160190,106
Gisel,P,Surabaya,14,3,95,80,100,90,85,90,90,100,95,80,90,95,100,85,75,85,95,90,13,160191,106
Hadi,L,Surabaya,14,2,85,85,85,85,85,95,90,85,100,85,80,95,95,85,95,95,95,95,16,160192,106
Hani,P,Malang,15,3,85,75,85,75,80,95,85,90,75,100,75,90,85,90,85,100,75,90,16,160193,106
Joni,L,Jakarta,15,5,100,80,95,80,95,95,85,95,95,80,85,90,90,80,80,90,95,95,13,160194,106
Maya,P,Surabaya,15,4,90,85,80,95,80,90,95,85,75,80,80,95,80,95,75,90,75,100,13,160195,106
Nando,L,Gresik,15,3,90,95,85,75,75,90,85,85,75,100,90,85,95,90,80,95,80,90,16,160196,106
Oktarina,P,Gresik,14,3,95,80,100,80,95,95,80,75,85,100,85,100,75,85,90,90,95,80,14,160197,106
Oktavian,L,Surabaya,14,5,90,85,90,90,95,95,85,100,100,90,90,90,90,90,90,100,75,85,14,160198,106
Olla,P,Surabaya,14,5,75,95,100,95,90,90,80,95,85,80,95,75,90,90,80,85,75,95,15,160199,106
Prita,P,Gresik,15,2,95,85,95,80,95,85,80,95,85,90,90,95,75,85,80,95,90,100,16,160200,106
Puspa,P,Surabaya,16,3,80,85,100,90,80,80,95,75,75,80,95,80,95,90,95,80,100,80,16,160201,106
Rizwan,L,Surabaya,15,3,80,95,95,95,80,100,80,90,95,95,80,100,95,85,95,85,80,95,14,160202,106
Taufik,L,Surabaya,15,3,85,90,75,85,95,80,95,75,85,85,85,85,90,85,75,90,90,75,15,160203,106
Tuti,P,Surabaya,15,5,90,80,95,95,85,95,95,80,100,100,95,95,90,85,90,90,90,95,16,160204,106
Umar,L,Malang,15,3,75,100,95,75,85,90,85,90,85,100,75,85,75,80,95,90,80,80,15,160205,106
Vini,P,Sidoarjo,15,2,75,90,100,75,80,75,100,85,85,75,85,100,95,85,75,95,95,100,16,160206,106
Vino,L,Surabaya,15,5,80,85,85,90,95,80,100,75,95,75,85,85,80,90,85,100,80,100,16,160207,106
Widya,P,Surabaya,14,4,85,90,85,95,90,85,95,80,100,80,80,100,80,95,90,75,80,75,16,160208,106
Yasmin,P,Sidoarjo,15,2,100,100,85,80,90,90,75,95,90,90,90,95,85,85,90,90,85,75,13,160209,106
Yola,P,Malang,15,4,85,95,90,90,90,100,90,85,95,80,100,80,80,95,90,95,85,90,14,160210,106
