Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Ayu,P,Malang,14,5,100,85,80,80,85,85,95,95,90,85,100,80,85,95,85,75,90,95,16,160181,107
Bintang,L,Surabaya,13,2,75,90,75,90,95,75,75,95,90,80,100,85,90,95,80,90,85,80,16,160182,107
Bulan,P,Sidoarjo,14,4,80,90,95,85,95,90,95,75,95,100,80,100,75,95,90,85,80,90,16,160183,107
Bunga,P,Surabaya,14,3,90,90,95,85,85,80,90,100,95,95,100,80,85,85,75,85,85,80,16,160184,107
Edi,L,Surabaya,13,3,100,85,80,80,75,100,95,80,75,100,95,95,80,90,85,90,90,80,13,160185,107
Elok,P,Malang,14,2,80,100,95,85,90,100,75,80,85,90,75,95,85,95,85,90,80,90,15,160186,107
Erni,P,Gresik,13,4,85,90,90,90,95,95,90,80,95,80,85,90,90,85,90,85,80,80,15,160187,107
Fadhil,L,Surabaya,13,5,85,85,95,95,95,80,85,90,95,80,85,90,90,75,85,85,80,90,16,160188,107
Fitri,P,Gresik,14,3,95,90,80,95,75,90,90,85,90,90,85,75,85,75,85,90,90,85,16,160189,107
Gilang,L,Surabaya,14,3,80,100,100,80,100,75,75,95,85,80,75,90,75,90,80,85,90,85,14,160190,107
Gisel,P,Surabaya,13,3,80,80,75,95,95,100,85,75,75,80,80,95,95,75,80,100,75,85,16,160191,107
Hadi,L,Surabaya,13,2,95,100,100,75,100,85,90,90,95,85,90,75,85,75,95,80,95,80,14,160192,107
Hani,P,Malang,14,3,85,90,90,80,75,90,100,90,80,95,80,85,80,80,100,95,80,80,15,160193,107
Joni,L,Jakarta,14,5,75,85,90,100,100,75,85,80,80,85,95,85,80,100,90,80,85,80,16,160194,107
Maya,P,Surabaya,14,4,75,95,100,80,85,95,90,85,85,90,100,100,95,85,80,90,100,100,15,160195,107
Nando,L,Gresik,14,3,85,90,80,95,95,95,95,85,90,75,90,100,80,75,85,85,95,80,16,160196,107
Oktarina,P,Gresik,13,3,80,90,90,95,80,85,95,100,95,95,80,90,95,75,90,75,100,90,16,160197,107
Oktavian,L,Surabaya,13,5,80,80,95,90,80,100,100,90,80,90,90,90,95,75,100,80,75,85,16,160198,107
Olla,P,Surabaya,13,5,95,85,85,95,85,95,100,95,100,85,80,80,85,85,95,80,100,100,15,160199,107
Prita,P,Gresik,14,2,95,80,90,90,80,75,80,85,90,85,95,95,90,100,100,85,90,80,16,160200,107
Puspa,P,Surabaya,15,3,85,85,85,80,80,90,90,95,80,80,75,90,90,95,90,80,95,80,15,160201,107
Rizwan,L,Surabaya,14,3,95,85,95,85,95,90,90,85,90,95,85,95,80,90,100,80,95,85,13,160202,107
Taufik,L,Surabaya,14,3,100,100,100,85,85,85,85,85,95,100,75,100,90,95,90,80,80,80,15,160203,107
Tuti,P,Surabaya,14,5,95,85,95,95,80,75,75,85,90,95,90,85,95,100,90,90,90,75,16,160204,107
Umar,L,Malang,14,3,90,85,85,90,95,90,85,75,90,80,95,80,80,75,85,80,80,80,15,160205,107
Vini,P,Sidoarjo,14,2,80,85,85,75,100,85,80,75,75,80,75,95,75,85,100,75,85,90,16,160206,107
Vino,L,Surabaya,14,5,100,100,90,85,90,75,95,85,85,85,80,75,95,100,85,95,90,90,13,160207,107
Widya,P,Surabaya,13,4,80,75,95,95,80,80,90,90,85,80,95,95,85,80,100,100,90,75,13,160208,107
Yasmin,P,Sidoarjo,14,2,95,95,85,80,90,85,75,75,95,80,90,85,100,100,95,85,75,90,16,160209,107
Yola,P,Malang,14,4,100,95,80,85,90,75,80,75,80,95,80,90,100,95,95,75,100,80,16,160210,107
