Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Ayu,P,Malang,14,5,100,90,95,90,95,80,95,90,90,95,100,85,80,75,90,80,85,85,13,160181,105
Bintang,L,Surabaya,13,2,90,80,85,85,95,85,95,100,100,100,75,85,90,95,90,95,90,75,16,160182,105
Bulan,P,Sidoarjo,14,4,95,85,85,90,80,100,80,80,80,80,90,80,95,100,90,95,85,85,16,160183,105
Bunga,P,Surabaya,14,3,95,90,95,95,95,95,95,90,90,85,95,95,95,85,85,100,90,85,16,160184,105
Edi,L,Surabaya,13,3,90,95,100,80,85,75,95,95,100,75,80,75,95,90,90,95,100,85,15,160185,105
Elok,P,Malang,14,2,90,85,85,85,85,90,90,75,100,80,80,75,75,75,80,80,85,75,16,160186,105
Erni,P,Gresik,13,4,90,95,90,90,100,85,85,100,90,85,100,95,90,85,95,85,85,100,13,160187,105
Fadhil,L,Surabaya,13,5,95,90,95,100,80,85,75,80,100,100,85,100,80,95,90,95,100,95,16,160188,105
Fitri,P,Gresik,14,3,100,100,95,100,95,95,95,95,85,90,75,90,80,95,80,90,100,90,16,160189,105
Gilang,L,Surabaya,14,3,100,85,100,75,75,75,100,100,95,95,80,80,80,85,85,75,100,95,15,160190,105
Gisel,P,Surabaya,13,3,90,95,90,95,95,80,80,90,75,85,100,85,80,100,95,80,80,90,16,160191,105
Hadi,L,Surabaya,13,2,80,85,95,85,95,80,90,80,75,80,85,80,75,95,100,80,90,90,15,160192,105
Hani,P,Malang,14,3,95,75,100,90,75,85,85,85,80,90,95,90,75,80,75,80,90,95,16,160193,105
Joni,L,Jakarta,14,5,90,85,100,80,95,80,95,85,85,85,90,100,85,85,85,85,100,100,13,160194,105
Maya,P,Surabaya,14,4,75,85,90,95,100,75,80,80,80,75,90,85,75,90,80,85,85,80,14,160195,105
Nando,L,Gresik,14,3,80,85,95,75,100,85,80,85,85,90,90,95,95,90,75,75,75,80,16,160196,105
Oktarina,P,Gresik,13,3,100,85,95,95,85,100,85,80,90,100,80,90,85,85,100,95,90,80,16,160197,105
Oktavian,L,Surabaya,13,5,95,80,80,75,80,100,80,85,75,90,75,80,95,80,80,75,95,100,14,160198,105
Olla,P,Surabaya,13,5,100,85,80,100,100,90,90,100,90,85,85,75,90,95,100,90,100,85,15,160199,105
Prita,P,Gresik,14,2,80,100,90,85,80,90,90,100,80,85,80,85,95,90,90,90,75,90,13,160200,105
Puspa,P,Surabaya,15,3,90,80,100,80,95,75,85,90,80,75,90,90,90,85,80,75,75,100,14,160201,105
Rizwan,L,Surabaya,14,3,80,85,75,75,75,75,90,85,90,95,80,95,85,90,90,85,90,80,14,160202,105
Taufik,L,Surabaya,14,3,90,75,95,80,80,95,90,85,85,75,90,95,100,80,80,85,80,90,15,160203,105
Tuti,P,Surabaya,14,5,80,95,100,90,80,80,80,80,90,80,85,80,90,95,90,95,100,85,16,160204,105
Umar,L,Malang,14,3,75,75,85,100,100,90,90,80,95,95,95,90,75,90,80,75,80,80,16,160205,105
Vini,P,Sidoarjo,14,2,75,80,85,80,85,95,95,85,90,90,90,85,85,95,95,80,95,80,16,160206,105
Vino,L,Surabaya,14,5,75,100,100,80,75,80,75,85,95,85,75,75,100,100,90,90,100,75,16,160207,105
Widya,P,Surabaya,13,4,95,95,100,80,95,100,85,85,80,85,80,95,85,85,80,90,80,75,14,160208,105
Yasmin,P,Sidoarjo,14,2,95,90,90,95,85,75,90,95,100,95,90,75,100,85,85,75,95,80,14,160209,105
Yola,P,Malang,14,4,90,90,95,75,90,90,85,80,75,75,80,100,85,80,100,100,95,80,16,160210,105
