Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Bima,L,Surabaya,15,4,95,90,85,85,95,95,80,90,85,80,85,85,90,95,80,95,90,75,15,160211,202
Candra,L,Sidoarjo,15,2,80,80,75,95,85,100,85,95,100,90,85,90,95,80,90,95,95,90,16,160212,202
Cempaka,P,Surabaya,15,4,80,85,95,80,75,75,80,90,75,80,80,80,75,95,90,90,95,90,14,160213,202
Cici,P,Malang,14,3,95,100,75,85,85,95,90,85,80,80,95,75,80,80,80,85,85,90,16,160214,202
Cindy,P,Gresik,15,2,90,80,85,90,80,90,85,85,85,90,85,85,90,90,90,80,85,95,16,160215,202
Daffa,L,Malang,15,3,100,85,90,85,90,85,95,80,95,75,75,90,80,90,80,90,80,90,16,160216,202
Faisal,L,Surabaya,14,5,95,100,85,80,80,100,100,85,95,95,100,95,80,75,95,90,90,90,16,160217,202
Fira,P,Sidoarjo,15,2,80,90,90,80,80,75,95,100,85,90,95,85,90,90,80,75,90,75,16,160218,202
Fitria,P,Gresik,14,5,95,75,95,95,90,95,95,100,95,75,80,80,75,80,95,95,85,95,16,160219,202
Galih,L,Surabaya,16,4,95,80,85,100,90,75,75,85,85,100,85,100,95,90,100,75,90,85,16,160220,202
Genta,L,Surabaya,15,5,75,95,95,95,95,95,90,80,75,95,100,75,90,85,85,90,85,80,15,160221,202
Gisel,P,Surabaya,16,3,80,100,85,75,95,80,95,95,75,90,80,85,95,95,80,90,95,90,14,160222,202
Hani,P,Surabaya,15,4,100,90,75,85,85,80,75,100,95,90,85,80,90,85,85,95,90,95,14,160223,202
Indah,P,Sidoarjo,15,4,85,75,90,100,80,90,75,100,90,90,85,80,100,80,95,80,85,95,16,160224,202
Ines,P,Surabaya,15,4,100,85,85,80,90,100,75,90,95,80,80,95,85,95,75,85,80,85,14,160225,202
Juni,P,Jakarta,15,2,85,95,80,80,95,95,85,95,80,85,85,100,90,95,90,100,80,80,15,160226,202
Kamila,P,Surabaya,15,5,95,85,95,75,95,75,100,85,90,80,75,80,85,95,75,85,85,85,15,160227,202
Laila,P,Sidoarjo,15,5,95,75,90,80,95,95,90,85,90,90,85,90,95,90,85,100,85,95,15,160228,202
Lili,P,Surabaya,14,5,80,90,90,95,100,95,80,75,80,75,80,80,95,85,95,100,85,80,16,160229,202
Miko,L,Surabaya,16,3,95,95,85,100,100,75,85,100,80,85,85,75,95,90,80,85,90,90,14,160230,202
Nila,P,Surabaya,14,3,95,85,95,100,95,95,80,75,95,80,80,95,90,75,95,90,90,75,13,160231,202
Nina,P,Sidoarjo,14,2,95,95,100,85,75,85,80,75,90,75,90,95,90,80,75,90,90,75,15,160232,202
Riri,P,Surabaya,14,4,80,75,100,100,95,80,85,80,80,80,90,80,100,85,75,90,75,85,16,160233,202
Selvi,P,Surabaya,15,2,80,80,100,80,95,95,90,85,95,80,80,80,95,90,85,95,95,85,13,160234,202
Surya,L,Sidoarjo,15,4,80,100,75,90,80,90,95,90,90,100,75,100,95,90,100,95,75,90,16,160235,202
Syahrul,L,Gresik,15,5,85,85,85,90,75,100,100,80,85,95,100,80,85,75,85,85,90,85,15,160236,202
Titi,P,Surabaya,16,2,90,85,90,75,100,75,90,100,100,75,100,100,85,90,85,90,95,75,15,160237,202
Uli,P,Surabaya,14,4,80,90,85,75,75,90,95,95,80,85,95,90,75,90,75,90,90,90,14,160238,202
Wawan,L,Surabaya,15,4,90,100,85,85,80,85,100,95,95,90,80,80,80,95,85,95,85,80,16,160239,202
Wenny,P,Surabaya,16,5,95,85,100,80,95,90,85,95,85,80,95,80,90,95,75,80,80,85,16,160240,202
