Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Bima,L,Surabaya,15,4,90,95,95,90,85,80,80,100,75,95,95,90,75,90,90,100,80,95,16,160211,210
Candra,L,Sidoarjo,15,2,90,100,90,80,85,80,95,85,80,85,80,85,100,90,80,85,75,80,14,160212,210
Cempaka,P,Surabaya,15,4,75,100,90,90,85,95,100,80,95,90,85,85,75,100,95,80,85,95,16,160213,210
Cici,P,Malang,14,3,85,85,100,75,90,85,80,85,100,80,95,100,95,80,100,95,85,90,13,160214,210
Cindy,P,Gresik,15,2,90,95,80,80,80,80,75,80,100,75,85,100,75,80,90,90,95,100,14,160215,210
Daffa,L,Malang,15,3,90,85,80,80,85,85,90,80,100,80,80,100,95,75,90,95,90,80,14,160216,210
Faisal,L,Surabaya,14,5,90,80,95,100,95,85,95,90,80,95,100,95,80,95,90,85,80,90,13,160217,210
Fira,P,Sidoarjo,15,2,75,90,80,80,100,80,80,95,90,90,100,95,75,90,75,90,85,85,14,160218,210
Fitria,P,Gresik,14,5,90,80,80,95,85,85,90,75,75,100,95,95,75,100,75,90,85,85,16,160219,210
Galih,L,Surabaya,16,4,95,75,95,85,80,95,100,95,75,95,75,90,100,90,85,95,75,85,16,160220,210
Genta,L,Surabaya,15,5,90,95,90,75,80,95,80,90,85,85,75,75,95,100,85,100,95,100,13,160221,210
Gisel,P,Surabaya,16,3,85,100,75,85,90,95,95,90,95,80,90,85,100,90,75,80,85,90,16,160222,210
Hani,P,Surabaya,15,4,85,95,85,85,85,85,95,95,85,95,100,100,85,75,90,80,75,90,16,160223,210
Indah,P,Sidoarjo,15,4,80,95,80,100,85,85,90,100,85,75,85,100,90,80,95,95,95,85,15,160224,210
Ines,P,Surabaya,15,4,90,95,85,80,75,95,90,90,75,100,75,80,80,90,95,75,85,85,16,160225,210
Juni,P,Jakarta,15,2,75,85,85,75,100,90,80,75,75,90,80,90,100,85,90,100,90,90,16,160226,210
Kamila,P,Surabaya,15,5,90,75,95,90,80,95,85,75,80,95,95,95,100,75,90,75,100,90,14,160227,210
Laila,P,Sidoarjo,15,5,90,85,95,90,95,95,95,95,90,95,85,100,95,90,80,100,90,95,14,160228,210
Lili,P,Surabaya,14,5,85,95,90,85,85,85,90,80,80,90,90,95,80,80,85,80,100,85,14,160229,210
Miko,L,Surabaya,16,3,95,95,95,90,90,90,80,75,90,100,80,80,75,80,100,80,90,95,15,160230,210
Nila,P,Surabaya,14,3,90,80,90,90,85,85,85,100,95,100,100,80,85,90,90,80,80,75,14,160231,210
Nina,P,Sidoarjo,14,2,90,85,90,100,75,85,85,85,90,100,85,90,85,85,85,95,85,80,14,160232,210
Riri,P,Surabaya,14,4,95,85,100,100,90,80,85,80,80,80,95,80,90,95,90,85,100,80,16,160233,210
Selvi,P,Surabaya,15,2,75,95,75,80,85,100,85,100,95,100,80,80,95,80,75,95,80,85,16,160234,210
Surya,L,Sidoarjo,15,4,95,80,80,80,95,85,80,75,90,90,80,90,80,85,80,95,85,80,16,160235,210
Syahrul,L,Gresik,15,5,75,95,80,90,75,85,85,75,100,80,90,75,85,85,100,80,90,95,14,160236,210
Titi,P,Surabaya,16,2,90,85,75,90,95,100,95,95,80,80,85,100,95,100,75,75,85,85,16,160237,210
Uli,P,Surabaya,14,4,95,85,95,75,90,100,90,90,85,85,95,100,80,95,75,100,85,90,13,160238,210
Wawan,L,Surabaya,15,4,85,80,100,100,90,85,90,100,90,80,95,100,100,100,80,95,95,75,14,160239,210
Wenny,P,Surabaya,16,5,75,95,85,100,85,95,85,90,95,80,100,90,75,90,95,90,80,90,16,160240,210
