Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Aldi,L,Surabaya,13,3,50,50,55,57,40,49,52,53,46,42,59,55,49,57,52,43,53,53,16,160121,108
Alvin,L,Surabaya,14,2,58,54,60,58,51,52,56,54,51,46,41,49,52,52,44,55,41,53,15,160122,108
Arini,P,Surabaya,12,5,45,55,53,42,51,42,45,46,47,44,44,48,45,51,41,48,59,40,15,160123,108
Desy,P,Surabaya,13,4,58,46,47,45,51,58,42,42,54,48,51,55,50,55,57,44,59,49,14,160124,108
Dewi,P,Sidoarjo,14,4,43,41,51,42,44,42,59,40,56,49,45,44,54,50,41,56,59,40,14,160125,108
Erlangga,L,Surabaya,13,5,58,45,47,46,47,47,52,44,48,46,43,60,50,48,41,57,53,51,16,160126,108
Erwin,L,Malang,13,5,46,56,50,55,52,58,50,58,40,57,48,48,57,43,47,60,57,53,16,160127,108
Hadi,L,Surabaya,13,4,41,57,45,47,41,50,47,49,51,43,56,56,58,53,47,52,54,47,14,160128,108
Hana,P,Jakarta,13,3,54,59,57,56,45,58,40,45,49,46,59,51,43,58,41,51,52,55,16,160129,108
Julia,P,Jakarta,13,3,46,55,45,53,56,55,53,45,46,55,42,54,52,52,41,45,45,58,14,160130,108
Karin,P,Surabaya,13,3,59,50,42,42,54,40,46,44,58,40,45,44,49,46,55,51,58,55,15,160131,108
Kartika,P,Sidoarjo,12,4,46,57,58,44,47,54,57,57,57,50,59,48,42,56,40,51,60,51,14,160132,108
Kusuma,L,Sidoarjo,13,4,50,53,53,50,51,42,59,47,41,52,41,58,41,53,55,44,46,51,13,160133,108
Lestari,P,Jakarta,12,5,52,56,45,49,44,44,55,57,49,59,41,52,59,47,50,55,48,50,14,160134,108
Mahesa,L,Surabaya,12,2,45,57,54,54,46,60,43,48,58,48,44,58,49,56,50,60,54,45,16,160135,108
Nanda,L,Surabaya,12,2,50,60,52,58,49,44,59,46,51,49,52,60,40,43,50,59,60,40,16,160136,108
Nuri,P,Surabaya,13,4,42,43,60,45,54,44,52,50,44,41,57,57,40,52,43,55,51,53,14,160137,108
Qila,P,Jakarta,14,2,55,43,56,43,41,41,59,43,40,58,52,41,46,55,58,55,53,45,15,160138,108
Shinta,P,Surabaya,12,4,53,57,46,59,47,48,46,41,54,59,41,55,56,58,51,52,52,51,14,160139,108
Tari,P,Surabaya,12,2,52,47,42,47,60,42,45,42,44,50,41,44,43,41,60,41,49,47,16,160140,108
Tegar,L,Malang,13,4,60,44,56,59,45,53,58,51,57,50,40,40,56,45,50,54,47,58,16,160141,108
Umar,L,Surabaya,12,4,57,56,58,44,60,55,46,41,52,54,48,45,41,57,52,48,48,47,14,160142,108
Vani,P,Sidoarjo,14,3,56,43,58,58,56,43,55,47,42,59,49,47,44,51,53,56,46,55,14,160143,108
Vian,L,Surabaya,12,3,46,51,53,43,59,46,40,52,50,58,42,42,60,57,54,53,45,54,16,160144,108
Vito,L,Surabaya,13,2,56,49,52,51,44,54,49,48,52,54,53,43,54,42,55,58,42,43,14,160145,108
Wahyu,L,Surabaya,13,5,46,49,60,54,49,49,55,52,59,56,41,46,53,58,54,45,54,40,16,160146,108
Yuni,P,Surabaya,13,2,57,53,44,53,56,48,48,41,55,40,41,51,58,47,45,48,45,53,13,160147,108
Zahra,P,Surabaya,12,4,57,60,49,51,40,40,40,54,40,58,48,51,51,43,43,49,58,41,14,160148,108
Zeni,P,Surabaya,13,3,54,60,50,43,60,50,40,47,45,55,48,58,51,52,54,58,58,45,16,160149,108
Zita,P,Surabaya,13,3,55,52,49,47,49,55,57,50,50,44,55,49,49,52,43,58,58,60,15,160150,108
