Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Aldi,L,Surabaya,13,3,59,58,59,42,49,50,51,51,56,56,47,45,53,49,59,57,40,40,16,160121,206
Alvin,L,Surabaya,14,2,51,48,41,41,60,59,40,47,58,46,44,56,42,58,46,55,57,44,15,160122,206
Arini,P,Surabaya,12,5,50,45,51,50,45,55,54,48,51,42,60,40,55,47,53,58,45,59,15,160123,206
Desy,P,Surabaya,13,4,42,45,49,55,44,52,49,50,41,57,48,43,41,58,46,42,58,42,14,160124,206
Dewi,P,Sidoarjo,14,4,57,43,42,40,50,57,55,45,40,58,45,43,60,51,47,57,42,40,14,160125,206
Erlangga,L,Surabaya,13,5,56,41,40,58,46,44,52,45,58,48,53,54,40,52,41,51,55,52,16,160126,206
Erwin,L,Malang,13,5,42,42,60,60,41,57,41,52,48,41,55,55,51,59,46,58,49,43,16,160127,206
Hadi,L,Surabaya,13,4,47,40,42,59,49,45,59,49,59,58,47,47,47,53,40,43,51,43,14,160128,206
Hana,P,Jakarta,13,3,49,46,41,41,50,51,49,40,42,49,54,42,59,53,50,55,49,54,16,160129,206
Julia,P,Jakarta,13,3,49,56,46,51,60,50,58,56,49,40,51,54,51,57,55,46,46,47,14,160130,206
Karin,P,Surabaya,13,3,45,53,57,57,54,46,43,59,41,59,41,44,48,60,58,49,58,60,15,160131,206
Kartika,P,Sidoarjo,12,4,43,44,42,40,58,44,40,59,51,50,59,40,56,50,55,49,54,44,14,160132,206
Kusuma,L,Sidoarjo,13,4,40,42,56,46,44,43,45,44,52,58,41,41,47,40,57,55,45,55,13,160133,206
Lestari,P,Jakarta,12,5,60,40,45,45,48,57,57,60,51,41,50,54,59,45,56,46,53,48,14,160134,206
Mahesa,L,Surabaya,12,2,51,59,53,53,42,48,41,51,50,44,59,51,59,44,50,58,55,57,16,160135,206
Nanda,L,Surabaya,12,2,53,49,41,54,51,40,55,52,53,45,56,43,49,48,55,60,53,54,16,160136,206
Nuri,P,Surabaya,13,4,59,43,45,60,43,56,46,46,46,56,47,51,56,53,43,40,50,58,14,160137,206
Qila,P,Jakarta,14,2,56,46,57,47,50,51,47,43,55,50,49,54,41,52,43,48,41,56,15,160138,206
Shinta,P,Surabaya,12,4,47,47,52,40,47,43,46,53,60,43,49,59,58,55,47,48,57,51,14,160139,206
Tari,P,Surabaya,12,2,59,60,56,56,40,56,50,58,53,60,53,43,45,40,45,60,53,47,16,160140,206
Tegar,L,Malang,13,4,49,59,53,48,51,57,53,53,44,56,57,57,44,53,48,53,47,48,16,160141,206
Umar,L,Surabaya,12,4,60,42,47,59,41,54,58,55,57,48,52,55,57,53,46,55,44,51,14,160142,206
Vani,P,Sidoarjo,14,3,56,50,45,59,41,41,45,52,55,47,53,60,60,45,57,49,52,41,14,160143,206
Vian,L,Surabaya,12,3,41,41,48,47,57,51,56,58,52,58,49,42,41,42,43,44,57,45,16,160144,206
Vito,L,Surabaya,13,2,58,58,48,59,54,49,59,49,57,47,56,48,55,51,53,58,50,52,14,160145,206
Wahyu,L,Surabaya,13,5,58,50,50,55,49,45,57,53,47,44,42,58,52,50,50,41,54,41,16,160146,206
Yuni,P,Surabaya,13,2,60,60,50,51,46,53,56,47,47,59,54,45,42,59,54,55,45,41,13,160147,206
Zahra,P,Surabaya,12,4,52,59,53,41,49,54,44,43,48,42,48,56,44,54,56,49,57,45,14,160148,206
Zeni,P,Surabaya,13,3,60,54,57,40,52,60,59,56,53,51,45,60,43,53,57,58,44,60,16,160149,206
Zita,P,Surabaya,13,3,42,46,45,52,49,44,41,56,58,47,58,43,48,55,42,55,40,46,15,160150,206
