Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Aldi,L,Surabaya,13,3,53,49,45,55,43,55,50,46,43,57,56,52,45,49,58,55,57,60,16,160121,209
Alvin,L,Surabaya,14,2,47,49,56,55,46,60,59,46,47,43,57,48,60,45,50,59,51,58,15,160122,209
Arini,P,Surabaya,12,5,52,55,42,51,60,43,50,60,45,51,55,59,48,53,49,49,52,53,15,160123,209
Desy,P,Surabaya,13,4,60,54,58,41,49,42,50,55,55,49,40,58,59,50,53,46,40,54,14,160124,209
Dewi,P,Sidoarjo,14,4,41,45,46,43,59,59,57,42,51,58,43,47,44,41,57,54,48,59,14,160125,209
Erlangga,L,Surabaya,13,5,58,46,41,47,51,50,51,48,58,60,43,47,48,54,55,60,45,58,16,160126,209
Erwin,L,Malang,13,5,45,59,44,43,60,46,52,42,46,46,43,54,51,43,41,50,44,45,16,160127,209
Hadi,L,Surabaya,13,4,54,50,42,55,50,60,58,54,43,44,55,45,58,52,46,47,54,60,14,160128,209
Hana,P,Jakarta,13,3,52,51,49,60,49,51,42,48,59,54,50,50,51,49,57,47,52,57,16,160129,209
Julia,P,Jakarta,13,3,51,57,46,45,60,46,40,47,58,41,48,58,43,46,55,51,43,45,14,160130,209
Karin,P,Surabaya,13,3,56,40,49,46,60,55,54,44,41,58,50,42,60,41,49,45,46,59,15,160131,209
Kartika,P,Sidoarjo,12,4,40,55,54,53,54,49,40,56,55,41,48,47,45,40,50,52,56,41,14,160132,209
Kusuma,L,Sidoarjo,13,4,44,49,42,48,55,55,53,55,46,44,53,58,53,58,60,47,43,46,13,160133,209
Lestari,P,Jakarta,12,5,48,43,53,52,60,58,41,56,56,52,40,42,43,50,58,60,41,41,14,160134,209
Mahesa,L,Surabaya,12,2,50,40,40,48,51,60,56,59,54,47,43,60,53,54,55,59,50,55,16,160135,209
Nanda,L,Surabaya,12,2,52,44,48,43,46,48,56,60,54,57,48,60,45,43,54,56,60,41,16,160136,209
Nuri,P,Surabaya,13,4,48,60,49,42,42,44,40,55,40,59,55,57,43,48,53,41,41,43,14,160137,209
Qila,P,Jakarta,14,2,55,54,43,57,49,40,48,49,45,50,53,44,46,57,56,45,58,56,15,160138,209
Shinta,P,Surabaya,12,4,44,58,44,58,42,59,41,43,57,55,49,42,41,58,42,58,43,51,14,160139,209
Tari,P,Surabaya,12,2,57,49,57,50,60,43,47,58,40,60,49,58,43,54,49,59,57,57,16,160140,209
Tegar,L,Malang,13,4,48,41,52,40,51,40,49,57,46,52,46,43,55,48,59,60,49,54,16,160141,209
Umar,L,Surabaya,12,4,60,45,55,45,40,40,51,43,43,44,40,50,49,58,57,60,47,55,14,160142,209
Vani,P,Sidoarjo,14,3,49,47,41,52,52,60,54,50,56,47,43,44,58,46,43,48,42,40,14,160143,209
Vian,L,Surabaya,12,3,52,54,58,48,58,47,40,45,59,45,45,44,52,50,51,54,60,45,16,160144,209
Vito,L,Surabaya,13,2,49,50,43,54,56,51,43,47,56,46,60,43,58,44,50,52,51,58,14,160145,209
Wahyu,L,Surabaya,13,5,52,41,47,53,57,46,45,60,55,52,42,49,59,50,54,57,48,57,16,160146,209
Yuni,P,Surabaya,13,2,56,60,43,51,60,49,43,52,58,43,43,42,54,59,57,52,41,60,13,160147,209
Zahra,P,Surabaya,12,4,45,43,50,42,54,51,59,44,55,45,43,51,48,53,41,57,44,58,14,160148,209
Zeni,P,Surabaya,13,3,57,42,56,51,49,54,48,57,41,60,40,56,53,53,60,41,57,58,16,160149,209
Zita,P,Surabaya,13,3,47,55,40,54,57,46,55,52,48,55,47,56,48,47,56,40,53,42,15,160150,209
