Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Chiko,L,Malang,13,4,55,42,58,57,54,54,54,60,46,46,57,41,53,40,40,46,54,44,16,160091,203
Deni,L,Malang,13,4,49,40,48,52,53,42,57,45,57,55,57,41,44,41,49,56,50,49,14,160092,203
Eko,L,Surabaya,13,3,55,53,60,57,47,58,46,52,46,43,59,40,45,48,44,48,57,41,16,160093,203
Galuh,P,Surabaya,13,4,55,43,58,56,49,40,58,46,56,50,60,60,56,53,45,47,57,46,15,160094,203
Gibran,L,Surabaya,12,3,57,43,45,51,54,59,52,43,47,47,55,47,54,54,41,41,58,48,16,160095,203
Githa,P,Sidoarjo,12,5,44,57,46,44,42,42,50,46,47,58,56,42,47,50,44,54,45,55,16,160096,203
Hani,P,Malang,13,2,51,50,56,48,54,52,42,40,49,55,41,55,50,57,42,49,44,58,16,160097,203
Hilda,P,Sidoarjo,13,3,54,45,46,41,45,54,54,54,47,56,56,58,45,40,48,40,55,51,15,160098,203
Jaya,L,Surabaya,13,3,57,49,52,41,50,51,55,42,51,49,54,44,41,54,54,46,43,50,15,160099,203
Kasih,P,Surabaya,13,5,43,57,58,53,50,51,60,58,41,44,41,43,44,48,53,53,40,45,14,160100,203
Krisna,L,Malang,13,2,49,45,45,56,45,52,58,59,58,42,49,57,59,60,55,51,42,50,16,160101,203
Leni,P,Gresik,13,4,54,50,46,53,44,48,44,45,51,55,50,43,51,49,47,52,52,43,15,160102,203
Lestari,P,Surabaya,12,5,43,50,48,44,51,50,53,41,58,56,41,51,49,55,53,59,54,48,16,160103,203
Luki,L,Jakarta,13,3,42,55,56,58,50,50,45,40,49,47,56,49,42,56,56,47,42,53,16,160104,203
Mustofa,L,Surabaya,12,2,41,40,52,51,52,50,60,50,55,57,51,59,49,47,48,42,55,44,16,160105,203
Nanda,P,Surabaya,14,4,50,40,60,48,54,47,59,40,57,52,54,43,40,49,47,45,48,51,15,160106,203
Naufal,L,Surabaya,13,2,50,44,44,49,50,58,48,59,51,58,41,54,44,57,54,52,46,50,16,160107,203
Oktavia,P,Sidoarjo,13,4,59,56,42,58,57,59,41,50,59,49,49,56,60,45,60,46,41,42,15,160108,203
Olivia,P,Malang,13,4,54,42,58,53,56,60,43,60,47,53,40,57,49,45,56,57,44,49,13,160109,203
Qori,L,Surabaya,14,5,45,58,53,58,52,56,48,53,42,45,55,40,48,50,51,40,51,49,16,160110,203
Raditya,L,Surabaya,13,2,41,54,44,50,55,42,59,51,40,48,59,53,56,59,57,45,57,60,16,160111,203
Rifqi,L,Jakarta,13,2,48,41,55,42,58,40,41,57,44,42,57,60,57,55,56,53,55,56,14,160112,203
Syafiq,L,Surabaya,14,4,49,55,48,58,54,45,52,57,51,51,40,59,46,51,40,40,55,52,15,160113,203
Ully,P,Surabaya,13,3,45,56,58,51,44,46,53,40,54,49,57,53,46,43,44,56,58,60,15,160114,203
Umi,P,Malang,13,4,41,47,58,58,56,54,48,48,55,51,46,50,55,51,58,59,52,55,16,160115,203
Victor,L,Sidoarjo,13,5,57,57,45,40,55,41,55,44,50,40,42,48,58,41,44,42,48,48,16,160116,203
Viona,P,Sidoarjo,13,5,45,57,53,41,40,44,47,54,47,50,46,51,50,53,45,41,53,58,15,160117,203
Wahyu,L,Surabaya,13,2,41,45,42,58,45,55,47,43,54,48,50,43,59,44,43,41,50,49,16,160118,203
Yanti,P,Malang,13,4,60,57,57,43,55,43,50,59,45,49,60,60,60,50,56,53,56,45,16,160119,203
Zaky,L,Malang,13,3,46,49,49,41,55,47,40,48,40,53,50,47,44,57,40,42,45,41,16,160120,203
