Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Aldi,L,Surabaya,13,3,46,44,42,40,51,58,42,40,45,59,49,57,60,56,41,55,49,41,16,160121,208
Alvin,L,Surabaya,14,2,50,53,51,51,51,40,57,49,47,59,53,44,60,44,45,43,53,40,15,160122,208
Arini,P,Surabaya,12,5,56,55,55,57,52,56,46,44,41,48,41,59,48,49,43,48,41,48,15,160123,208
Desy,P,Surabaya,13,4,57,48,43,41,45,42,57,57,51,53,40,54,55,51,43,40,52,59,14,160124,208
Dewi,P,Sidoarjo,14,4,52,58,59,41,54,49,59,48,50,49,44,45,42,46,60,46,54,50,14,160125,208
Erlangga,L,Surabaya,13,5,55,43,45,51,49,47,40,49,50,58,55,44,50,56,57,42,57,47,16,160126,208
Erwin,L,Malang,13,5,55,41,45,51,46,60,53,57,56,47,60,41,43,52,43,56,50,58,16,160127,208
Hadi,L,Surabaya,13,4,55,49,55,42,56,54,60,60,45,54,50,52,42,52,55,47,41,47,14,160128,208
Hana,P,Jakarta,13,3,57,48,53,51,51,46,46,40,41,53,52,40,58,50,47,56,57,40,16,160129,208
Julia,P,Jakarta,13,3,50,52,44,54,44,44,50,52,58,49,53,43,51,47,41,41,57,60,14,160130,208
Karin,P,Surabaya,13,3,55,54,51,50,56,59,59,50,40,55,40,51,45,55,57,49,49,44,15,160131,208
Kartika,P,Sidoarjo,12,4,53,49,48,59,47,47,57,43,44,43,51,46,59,43,52,48,47,59,14,160132,208
Kusuma,L,Sidoarjo,13,4,58,55,44,50,55,55,47,48,45,45,54,57,44,47,50,54,52,43,13,160133,208
Lestari,P,Jakarta,12,5,52,57,45,59,60,46,55,52,57,52,46,42,55,60,52,60,53,47,14,160134,208
Mahesa,L,Surabaya,12,2,51,58,56,43,60,40,55,54,51,50,54,53,42,48,40,57,52,54,16,160135,208
Nanda,L,Surabaya,12,2,57,51,42,54,41,41,48,43,53,51,52,43,40,48,59,41,41,48,16,160136,208
Nuri,P,Surabaya,13,4,51,56,44,41,54,55,58,52,53,59,40,42,55,46,43,60,43,57,14,160137,208
Qila,P,Jakarta,14,2,44,46,56,43,41,49,52,40,46,60,49,52,49,44,52,51,47,52,15,160138,208
Shinta,P,Surabaya,12,4,44,41,42,56,57,49,40,57,49,53,47,56,48,60,54,60,56,45,14,160139,208
Tari,P,Surabaya,12,2,53,44,49,55,44,44,55,45,59,41,42,40,51,41,54,60,53,53,16,160140,208
Tegar,L,Malang,13,4,56,52,58,46,46,56,53,60,58,50,56,48,55,52,45,59,59,41,16,160141,208
Umar,L,Surabaya,12,4,48,60,45,48,54,52,47,42,48,43,40,50,46,52,49,40,59,47,14,160142,208
Vani,P,Sidoarjo,14,3,42,51,45,41,45,57,42,57,58,49,46,54,59,50,51,59,56,46,14,160143,208
Vian,L,Surabaya,12,3,60,55,44,59,57,43,59,42,50,52,56,46,44,49,47,58,42,49,16,160144,208
Vito,L,Surabaya,13,2,47,49,42,60,59,43,57,48,55,57,50,41,42,49,43,47,43,53,14,160145,208
Wahyu,L,Surabaya,13,5,45,52,54,46,60,59,57,44,56,59,46,53,48,42,59,53,52,43,16,160146,208
Yuni,P,Surabaya,13,2,45,57,45,48,51,59,49,55,49,48,46,51,60,52,51,46,48,40,13,160147,208
Zahra,P,Surabaya,12,4,54,58,49,40,47,47,55,60,47,57,45,57,53,40,50,49,54,42,14,160148,208
Zeni,P,Surabaya,13,3,46,60,54,45,44,47,49,45,55,49,41,43,48,40,41,40,49,51,16,160149,208
Zita,P,Surabaya,13,3,44,57,54,48,50,58,59,52,42,50,58,46,41,56,48,43,59,41,15,160150,208
