Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Aldi,L,Surabaya,13,3,48,43,53,41,42,53,46,54,40,53,53,48,41,53,48,55,49,40,16,160121,104
Alvin,L,Surabaya,14,2,55,52,58,50,57,44,45,55,60,44,57,52,60,57,43,44,49,60,15,160122,104
Arini,P,Surabaya,12,5,41,54,59,49,40,59,55,40,42,59,57,49,42,42,49,55,49,48,15,160123,104
Desy,P,Surabaya,13,4,43,49,42,49,50,48,60,58,42,59,49,45,49,44,41,60,43,52,14,160124,104
Dewi,P,Sidoarjo,14,4,48,43,45,56,44,45,53,60,47,45,48,48,41,40,42,57,46,53,14,160125,104
Erlangga,L,Surabaya,13,5,57,52,47,52,46,40,52,43,52,44,44,47,51,56,54,41,59,55,16,160126,104
Erwin,L,Malang,13,5,57,60,49,60,57,55,41,50,46,45,55,41,40,42,52,41,46,43,16,160127,104
Hadi,L,Surabaya,13,4,50,44,59,40,44,45,58,56,53,42,59,47,47,44,40,58,57,41,14,160128,104
Hana,P,Jakarta,13,3,51,50,50,49,57,60,60,52,41,46,42,51,52,49,45,49,59,59,16,160129,104
Julia,P,Jakarta,13,3,41,50,45,44,41,51,53,44,42,48,49,44,47,47,46,57,57,59,14,160130,104
Karin,P,Surabaya,13,3,52,53,52,41,60,56,52,54,43,54,50,54,41,52,41,50,60,55,15,160131,104
Kartika,P,Sidoarjo,12,4,59,57,47,50,57,47,51,55,50,47,40,60,58,44,43,51,44,56,14,160132,104
Kusuma,L,Sidoarjo,13,4,49,41,51,57,60,42,42,47,55,52,55,40,60,43,42,54,42,55,13,160133,104
Lestari,P,Jakarta,12,5,48,58,45,43,42,49,51,42,42,59,40,52,48,42,53,46,55,55,14,160134,104
Mahesa,L,Surabaya,12,2,56,46,55,44,46,53,54,42,57,50,59,45,44,57,47,54,55,40,16,160135,104
Nanda,L,Surabaya,12,2,46,55,45,60,58,58,42,58,40,54,47,42,52,48,40,43,50,58,16,160136,104
Nuri,P,Surabaya,13,4,51,54,57,49,48,40,51,47,58,47,43,43,51,60,48,42,56,54,14,160137,104
Qila,P,Jakarta,14,2,52,47,52,57,43,45,51,60,50,57,42,51,43,60,56,56,49,50,15,160138,104
Shinta,P,Surabaya,12,4,59,46,56,47,47,60,49,40,57,40,53,41,53,57,42,56,58,42,14,160139,104
Tari,P,Surabaya,12,2,59,45,49,55,54,52,51,43,55,47,49,55,56,53,44,54,46,48,16,160140,104
Tegar,L,Malang,13,4,60,58,44,59,41,40,56,54,48,53,40,44,50,43,59,41,46,47,16,160141,104
Umar,L,Surabaya,12,4,58,50,58,42,60,55,54,56,58,42,52,41,47,53,56,57,43,40,14,160142,104
Vani,P,Sidoarjo,14,3,44,60,58,52,51,48,45,59,44,44,53,40,45,44,60,58,54,59,14,160143,104
Vian,L,Surabaya,12,3,53,58,51,60,53,49,56,56,60,51,60,49,60,41,52,55,57,54,16,160144,104
Vito,L,Surabaya,13,2,59,40,45,45,60,46,50,45,59,45,50,60,40,43,45,57,55,49,14,160145,104
Wahyu,L,Surabaya,13,5,42,42,44,44,55,60,40,52,51,50,52,54,41,42,50,41,48,40,16,160146,104
Yuni,P,Surabaya,13,2,43,44,60,46,60,48,46,54,54,53,56,56,48,51,51,48,53,43,13,160147,104
Zahra,P,Surabaya,12,4,47,60,54,53,42,57,52,48,57,44,55,56,45,58,58,52,49,41,14,160148,104
Zeni,P,Surabaya,13,3,41,45,41,59,52,50,41,48,49,45,53,56,47,46,50,59,55,40,16,160149,104
Zita,P,Surabaya,13,3,44,49,42,42,56,54,40,41,45,45,44,51,52,57,59,47,58,53,15,160150,104
