Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Aldi,L,Surabaya,13,3,59,57,56,47,54,45,56,49,49,41,50,42,42,47,40,57,51,48,16,160121,108
Alvin,L,Surabaya,14,2,42,59,41,48,57,58,50,54,48,53,50,49,53,58,44,49,58,45,15,160122,108
Arini,P,Surabaya,12,5,50,45,60,53,58,47,60,45,47,54,55,57,43,40,53,57,41,52,15,160123,108
Desy,P,Surabaya,13,4,50,59,47,47,47,46,58,45,56,45,48,47,47,55,49,52,58,60,14,160124,108
Dewi,P,Sidoarjo,14,4,54,40,51,54,48,44,40,51,59,60,46,52,45,47,45,59,60,54,14,160125,108
Erlangga,L,Surabaya,13,5,48,51,52,46,41,56,52,43,50,60,46,42,45,50,42,43,45,54,16,160126,108
Erwin,L,Malang,13,5,51,47,41,52,52,42,46,46,41,56,48,42,48,49,58,40,40,47,16,160127,108
Hadi,L,Surabaya,13,4,48,47,43,56,51,44,60,60,45,49,51,54,51,42,41,59,41,41,14,160128,108
Hana,P,Jakarta,13,3,57,57,43,50,44,41,56,46,58,40,54,48,55,50,56,49,53,48,16,160129,108
Julia,P,Jakarta,13,3,46,45,52,44,54,54,47,51,44,42,59,49,55,53,51,56,50,60,14,160130,108
Karin,P,Surabaya,13,3,51,58,44,41,57,40,60,57,55,46,40,40,53,59,51,51,40,50,15,160131,108
Kartika,P,Sidoarjo,12,4,54,58,54,55,41,54,49,52,56,43,60,47,50,45,44,56,41,52,14,160132,108
Kusuma,L,Sidoarjo,13,4,54,44,42,57,47,48,54,58,57,41,41,53,40,47,49,45,52,44,13,160133,108
Lestari,P,Jakarta,12,5,49,60,40,49,51,49,49,40,41,40,53,45,43,45,49,53,60,60,14,160134,108
Mahesa,L,Surabaya,12,2,49,45,45,47,55,45,42,57,49,53,47,55,57,42,60,44,57,49,16,160135,108
Nanda,L,Surabaya,12,2,51,56,50,45,57,49,46,58,41,47,55,46,42,43,60,41,52,50,16,160136,108
Nuri,P,Surabaya,13,4,43,59,55,60,56,58,49,49,42,59,51,50,47,41,58,56,56,47,14,160137,108
Qila,P,Jakarta,14,2,41,55,48,49,60,49,44,44,53,45,58,42,54,53,40,57,47,43,15,160138,108
Shinta,P,Surabaya,12,4,42,52,54,51,53,51,57,58,45,40,43,60,51,49,54,51,45,45,14,160139,108
Tari,P,Surabaya,12,2,58,45,43,43,58,51,46,55,58,48,50,43,42,54,52,47,47,54,16,160140,108
Tegar,L,Malang,13,4,44,55,48,55,47,60,46,52,49,60,56,44,44,56,52,49,44,43,16,160141,108
Umar,L,Surabaya,12,4,60,48,41,53,46,58,54,44,57,50,59,51,53,47,46,51,57,47,14,160142,108
Vani,P,Sidoarjo,14,3,55,55,48,55,52,42,50,53,50,44,43,56,50,50,55,47,45,42,14,160143,108
Vian,L,Surabaya,12,3,51,55,53,58,45,43,47,42,47,44,40,58,60,55,51,40,52,48,16,160144,108
Vito,L,Surabaya,13,2,58,58,51,48,40,48,60,55,59,57,41,42,49,52,56,47,47,43,14,160145,108
Wahyu,L,Surabaya,13,5,57,52,53,56,43,42,59,60,40,58,42,41,45,59,47,51,46,42,16,160146,108
Yuni,P,Surabaya,13,2,47,59,58,52,42,59,56,41,40,59,44,47,49,48,42,52,49,45,13,160147,108
Zahra,P,Surabaya,12,4,57,55,56,40,43,51,40,51,60,40,43,60,53,58,47,60,44,58,14,160148,108
Zeni,P,Surabaya,13,3,53,54,55,44,49,60,60,59,52,54,48,46,48,40,58,56,58,59,16,160149,108
Zita,P,Surabaya,13,3,43,48,54,57,43,57,54,59,42,53,44,51,60,60,56,48,49,48,15,160150,108
