Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Aldi,L,Surabaya,13,3,48,44,46,50,42,60,52,52,40,46,51,41,50,60,60,51,40,58,16,160121,102
Alvin,L,Surabaya,14,2,53,56,55,55,56,57,54,54,56,57,47,58,40,47,46,55,57,53,15,160122,102
Arini,P,Surabaya,12,5,42,44,56,59,50,60,41,59,42,56,52,43,56,57,49,52,59,55,15,160123,102
Desy,P,Surabaya,13,4,43,56,45,49,45,41,55,46,57,44,52,50,52,41,55,44,56,47,14,160124,102
Dewi,P,Sidoarjo,14,4,57,40,40,59,48,47,59,50,50,47,50,43,44,50,47,49,58,45,14,160125,102
Erlangga,L,Surabaya,13,5,44,50,58,53,42,47,44,41,40,48,41,46,53,54,49,44,59,49,16,160126,102
Erwin,L,Malang,13,5,45,59,45,51,48,45,52,55,50,50,48,47,59,59,50,56,48,60,16,160127,102
Hadi,L,Surabaya,13,4,58,57,58,56,49,59,59,56,47,49,55,51,58,45,40,55,60,57,14,160128,102
Hana,P,Jakarta,13,3,52,57,51,59,57,60,45,43,42,49,56,43,46,46,49,46,54,51,16,160129,102
Julia,P,Jakarta,13,3,43,46,54,43,55,56,50,59,50,50,40,49,52,55,43,41,56,42,14,160130,102
Karin,P,Surabaya,13,3,46,56,53,60,43,53,43,52,58,41,53,44,54,43,46,46,45,47,15,160131,102
Kartika,P,Sidoarjo,12,4,41,56,44,40,44,41,44,40,52,60,43,41,53,47,52,56,46,50,14,160132,102
Kusuma,L,Sidoarjo,13,4,41,50,41,40,50,57,45,55,42,49,57,40,42,54,54,59,59,48,13,160133,102
Lestari,P,Jakarta,12,5,53,41,48,60,42,42,59,43,49,59,55,55,56,51,44,47,51,54,14,160134,102
Mahesa,L,Surabaya,12,2,50,50,50,59,54,59,44,50,52,40,55,51,42,57,60,58,40,59,16,160135,102
Nanda,L,Surabaya,12,2,41,52,45,51,60,59,42,41,47,49,40,54,60,48,52,58,44,52,16,160136,102
Nuri,P,Surabaya,13,4,41,59,53,50,49,59,45,45,42,40,59,40,48,54,50,47,49,46,14,160137,102
Qila,P,Jakarta,14,2,60,58,48,45,58,55,55,42,52,54,58,52,58,48,40,43,56,54,15,160138,102
Shinta,P,Surabaya,12,4,60,53,47,47,42,52,56,45,44,51,42,49,48,45,41,43,49,41,14,160139,102
Tari,P,Surabaya,12,2,60,53,59,49,54,58,58,56,49,59,47,42,41,42,46,55,49,43,16,160140,102
Tegar,L,Malang,13,4,53,51,60,47,57,47,42,40,51,49,48,53,51,47,41,49,42,46,16,160141,102
Umar,L,Surabaya,12,4,41,44,58,51,46,52,59,52,57,57,46,52,43,57,52,58,42,56,14,160142,102
Vani,P,Sidoarjo,14,3,60,53,53,46,56,41,59,51,52,40,52,47,57,46,60,45,53,54,14,160143,102
Vian,L,Surabaya,12,3,58,42,40,48,42,53,59,45,42,60,57,57,53,42,56,43,43,45,16,160144,102
Vito,L,Surabaya,13,2,60,50,51,49,40,47,57,60,60,48,60,51,45,54,49,49,52,50,14,160145,102
Wahyu,L,Surabaya,13,5,59,52,58,57,44,51,53,41,57,52,55,51,56,46,54,60,57,52,16,160146,102
Yuni,P,Surabaya,13,2,48,55,44,51,58,41,56,48,43,60,48,51,44,42,59,57,54,46,13,160147,102
Zahra,P,Surabaya,12,4,60,40,54,40,51,49,41,53,42,60,56,60,45,42,53,47,60,55,14,160148,102
Zeni,P,Surabaya,13,3,59,57,45,45,60,51,58,46,45,41,59,52,44,54,43,51,47,48,16,160149,102
Zita,P,Surabaya,13,3,52,48,41,48,60,43,50,43,50,60,53,46,58,49,46,48,47,59,15,160150,102
