Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Bima,L,Surabaya,13,4,75,75,100,100,80,85,95,75,80,80,85,85,85,80,100,100,95,90,16,160211,209
Candra,L,Sidoarjo,13,2,95,100,75,95,85,90,85,95,85,95,100,80,95,80,95,90,95,85,14,160212,209
Cempaka,P,Surabaya,13,4,95,85,85,90,100,85,90,80,95,85,80,85,90,95,75,80,75,100,16,160213,209
Cici,P,Malang,12,3,75,95,80,80,85,80,95,95,80,75,90,80,90,85,80,100,85,90,15,160214,209
Cindy,P,Gresik,13,2,80,90,85,85,75,100,95,80,80,90,80,95,90,80,75,75,80,80,15,160215,209
Daffa,L,Malang,13,3,95,100,90,85,100,90,100,75,80,85,85,85,90,95,100,85,100,75,14,160216,209
Faisal,L,Surabaya,12,5,85,85,75,90,100,85,95,80,90,85,75,95,80,90,75,95,80,100,14,160217,209
Fira,P,Sidoarjo,13,2,75,75,95,85,85,75,90,85,80,85,85,80,75,80,85,100,85,80,14,160218,209
Fitria,P,Gresik,12,5,75,95,75,75,80,95,75,95,80,85,75,95,85,90,90,95,90,90,16,160219,209
Galih,L,Surabaya,14,4,95,80,80,100,90,80,95,80,75,85,95,85,85,85,75,80,80,80,14,160220,209
Genta,L,Surabaya,13,5,80,75,95,95,80,75,95,85,100,75,100,100,85,90,90,85,85,95,15,160221,209
Gisel,P,Surabaya,14,3,95,75,95,100,100,90,90,100,80,100,80,95,75,85,85,75,90,95,16,160222,209
Hani,P,Surabaya,13,4,90,80,90,80,90,75,95,100,90,80,95,80,80,95,95,85,85,90,16,160223,209
Indah,P,Sidoarjo,13,4,90,90,80,95,80,95,100,90,95,95,95,80,85,80,100,80,85,85,16,160224,209
Ines,P,Surabaya,13,4,100,100,75,100,85,90,80,80,80,95,90,75,75,95,80,95,90,85,14,160225,209
Juni,P,Jakarta,13,2,80,95,85,90,80,95,90,100,80,85,100,90,85,85,75,90,90,100,13,160226,209
Kamila,P,Surabaya,13,5,95,85,80,80,80,85,95,80,80,95,95,95,90,90,95,80,80,90,16,160227,209
Laila,P,Sidoarjo,13,5,95,95,85,85,100,95,90,95,80,85,75,100,75,85,100,100,75,95,16,160228,209
Lili,P,Surabaya,12,5,80,100,80,85,80,85,90,100,80,80,95,80,100,90,85,90,90,95,16,160229,209
Miko,L,Surabaya,14,3,100,75,95,80,90,75,90,75,90,95,90,90,85,95,90,90,95,95,16,160230,209
Nila,P,Surabaya,12,3,80,95,95,95,75,80,80,100,85,85,95,90,90,90,90,90,85,95,13,160231,209
Nina,P,Sidoarjo,12,2,90,100,100,75,80,90,90,80,85,75,95,100,100,75,85,80,100,85,14,160232,209
Riri,P,Surabaya,12,4,90,100,85,75,95,100,90,80,100,85,90,90,85,80,95,100,85,90,16,160233,209
Selvi,P,Surabaya,13,2,80,75,95,90,75,90,90,95,90,80,95,100,85,80,90,85,75,85,14,160234,209
Surya,L,Sidoarjo,13,4,100,75,75,85,100,90,80,80,95,80,95,80,100,80,85,75,90,85,14,160235,209
Syahrul,L,Gresik,13,5,90,95,85,80,75,85,85,85,75,100,90,85,85,100,75,95,75,75,13,160236,209
Titi,P,Surabaya,14,2,85,85,95,90,100,85,95,75,80,95,80,90,85,95,90,90,80,90,16,160237,209
Uli,P,Surabaya,12,4,95,75,85,80,75,100,80,80,95,80,95,80,85,100,80,80,85,100,16,160238,209
Wawan,L,Surabaya,13,4,100,85,100,90,100,75,95,85,75,85,85,90,95,85,90,80,100,85,16,160239,209
Wenny,P,Surabaya,14,5,80,100,75,75,80,85,75,90,80,95,100,90,85,75,80,85,90,85,16,160240,209
