Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Bagas,L,Gresik,14,5,90,75,100,90,100,95,80,80,100,80,90,80,90,80,90,80,80,95,15,160061,103
Dito,L,Surabaya,14,2,80,100,95,85,90,95,100,80,80,95,80,90,90,90,100,85,75,90,15,160062,103
Fajar,L,Gresik,14,2,85,85,90,80,85,90,95,95,95,90,80,90,95,80,90,80,85,90,14,160063,103
Ilham,L,Surabaya,14,3,85,80,95,75,85,100,90,90,75,75,85,95,85,75,80,90,75,90,16,160064,103
Iqbal,L,Gresik,14,5,75,85,90,80,80,95,80,85,100,80,80,100,85,85,100,90,75,95,16,160065,103
Ivan,L,Surabaya,15,5,80,75,95,90,100,90,75,80,85,100,80,80,95,90,90,95,80,100,16,160066,103
Jaya,L,Surabaya,13,5,95,95,95,80,90,80,90,80,85,95,75,85,90,85,95,75,100,80,16,160067,103
Joko,L,Surabaya,14,4,80,95,95,80,85,85,90,75,100,85,75,100,100,85,100,90,85,95,14,160068,103
Kurniawan,L,Surabaya,15,3,95,85,95,85,95,90,85,80,85,75,85,90,100,90,80,75,90,80,16,160069,103
Leo,L,Gresik,14,5,80,100,80,85,100,80,90,90,80,100,90,80,90,90,80,80,95,80,16,160070,103
Lukman,L,Malang,14,2,75,90,85,90,75,95,80,90,80,85,90,100,75,75,100,80,90,90,13,160071,103
Malik,L,Malang,14,2,85,80,90,80,100,85,75,75,95,95,90,95,100,85,95,85,90,95,15,160072,103
Melati,P,Gresik,14,5,80,95,80,100,95,90,85,100,100,95,75,90,100,85,95,85,95,100,16,160073,103
Melly,P,Surabaya,14,4,90,95,90,90,95,95,100,95,95,95,80,95,90,100,85,100,90,95,15,160074,103
Nizar,L,Malang,14,3,90,80,85,100,90,90,95,85,95,75,95,95,75,80,90,85,90,85,16,160075,103
Novan,L,Sidoarjo,13,2,80,100,90,80,95,85,80,85,100,90,85,100,80,100,85,95,95,85,16,160076,103
Oka,L,Surabaya,13,3,75,95,75,100,85,85,85,90,90,75,95,90,80,90,75,100,90,75,16,160077,103
Oki,L,Surabaya,14,2,80,95,80,75,95,100,85,90,95,95,100,95,90,75,85,100,85,80,16,160078,103
Ola,P,Surabaya,13,2,100,80,85,90,80,85,90,100,95,95,90,95,95,90,90,90,80,90,16,160079,103
Oskar,L,Gresik,15,3,80,100,80,75,100,90,75,80,90,100,100,100,90,90,80,100,90,85,15,160080,103
Pertiwi,P,Malang,14,3,80,90,100,90,80,75,95,90,90,95,80,85,75,85,90,80,85,80,16,160081,103
Putra,L,Surabaya,13,2,80,85,95,80,75,85,75,80,90,85,85,80,85,95,95,90,75,95,14,160082,103
Putri,P,Surabaya,14,5,90,95,75,90,75,90,80,85,85,85,95,90,100,100,75,90,80,90,16,160083,103
Qory,P,Sidoarjo,14,5,80,85,95,80,80,95,80,95,85,95,100,95,100,80,95,85,85,90,14,160084,103
Rizky,L,Gresik,14,3,90,95,95,100,100,100,80,80,80,100,80,95,95,90,100,95,90,95,13,160085,103
Syam,L,Malang,14,2,85,90,95,95,85,80,80,95,85,95,85,100,85,100,90,90,95,90,14,160086,103
Umar,L,Sidoarjo,15,2,95,75,95,90,95,85,80,95,95,75,100,75,90,80,85,95,85,75,14,160087,103
Verdi,L,Gresik,14,4,80,90,100,80,85,100,80,100,95,95,80,90,100,80,80,85,95,90,16,160088,103
Yosi,P,Surabaya,14,3,100,85,85,95,80,90,75,90,85,95,90,80,95,95,90,100,90,75,13,160089,103
Zulaikha,P,Malang,14,3,90,75,75,100,90,80,95,95,100,75,85,95,90,90,100,75,95,95,14,160090,103
