Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Bagas,L,Gresik,14,5,94,93,90,99,92,99,94,98,100,93,98,100,93,100,100,99,98,99,14,160061,109
Dito,L,Surabaya,14,2,95,100,96,96,92,94,99,92,90,95,96,98,94,95,91,94,95,94,14,160062,109
Fajar,L,Gresik,14,2,93,94,96,94,97,94,92,96,93,93,94,95,96,95,100,93,96,99,16,160063,109
Ilham,L,Surabaya,14,3,91,93,91,98,96,100,100,92,94,91,98,93,94,98,94,94,90,95,16,160064,109
Iqbal,L,Gresik,14,5,93,93,97,95,100,90,97,99,94,98,90,95,100,100,100,95,90,100,15,160065,109
Ivan,L,Surabaya,15,5,95,99,97,99,100,95,95,99,97,93,90,97,91,96,93,91,96,100,16,160066,109
Jaya,L,Surabaya,13,5,94,100,94,90,93,90,90,98,92,90,90,99,93,98,95,95,96,100,14,160067,109
Joko,L,Surabaya,14,4,98,96,91,99,98,98,98,94,97,91,92,100,92,99,96,99,100,92,14,160068,109
Kurniawan,L,Surabaya,15,3,94,97,94,97,94,97,100,97,99,95,91,91,98,94,99,99,90,96,15,160069,109
Leo,L,Gresik,14,5,91,98,95,93,96,91,92,99,92,99,95,95,98,90,95,94,100,96,13,160070,109
Lukman,L,Malang,14,2,96,90,98,100,100,91,98,91,91,99,95,95,94,93,99,97,99,100,16,160071,109
Malik,L,Malang,14,2,99,98,97,91,99,98,97,94,96,92,91,96,98,95,93,93,97,90,16,160072,109
Melati,P,Gresik,14,5,95,98,93,96,93,95,96,90,92,97,90,93,90,92,98,100,96,98,16,160073,109
Melly,P,Surabaya,14,4,92,94,90,94,90,99,92,100,97,91,96,96,99,94,96,99,94,91,14,160074,109
Nizar,L,Malang,14,3,93,99,95,91,92,91,96,100,93,99,90,94,94,94,95,100,90,96,16,160075,109
Novan,L,Sidoarjo,13,2,92,95,100,99,96,92,94,92,96,91,98,97,97,94,93,93,92,98,16,160076,109
Oka,L,Surabaya,13,3,92,91,94,97,91,90,92,98,93,94,94,98,92,92,90,93,90,100,16,160077,109
Oki,L,Surabaya,14,2,94,93,98,96,98,98,97,90,99,98,99,100,91,94,91,90,97,95,14,160078,109
Ola,P,Surabaya,13,2,94,94,97,95,93,98,90,91,92,92,96,92,97,93,100,97,99,100,16,160079,109
Oskar,L,Gresik,15,3,95,92,98,100,90,90,98,99,96,94,90,92,97,98,99,94,97,92,14,160080,109
Pertiwi,P,Malang,14,3,99,94,97,93,99,91,93,99,96,92,93,95,99,92,98,93,95,93,14,160081,109
Putra,L,Surabaya,13,2,96,98,100,90,96,94,99,99,100,93,93,94,96,93,94,100,90,95,16,160082,109
Putri,P,Surabaya,14,5,98,95,100,95,100,99,91,100,97,96,94,100,97,94,96,100,95,96,16,160083,109
Qory,P,Sidoarjo,14,5,98,96,94,95,94,93,99,97,94,98,98,94,92,91,96,96,97,97,16,160084,109
Rizky,L,Gresik,14,3,99,92,100,96,96,90,100,90,97,99,99,91,92,90,97,90,90,100,16,160085,109
Syam,L,Malang,14,2,99,95,97,94,94,98,97,96,94,91,91,92,91,91,97,90,92,95,15,160086,109
Umar,L,Sidoarjo,15,2,100,99,91,97,90,90,90,92,94,96,90,95,99,90,96,90,100,95,16,160087,109
Verdi,L,Gresik,14,4,99,93,93,100,96,100,100,92,93,95,94,100,99,100,95,100,95,98,14,160088,109
Yosi,P,Surabaya,14,3,93,93,90,100,90,98,95,92,100,92,91,90,94,93,90,92,95,91,16,160089,109
Zulaikha,P,Malang,14,3,99,92,96,95,91,94,96,98,96,100,95,95,99,94,93,93,90,95,16,160090,109
