Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Bagas,L,Gresik,15,5,75,90,85,85,95,90,75,85,85,95,100,85,95,90,100,80,90,100,16,160061,101
Dito,L,Surabaya,15,2,80,75,95,80,90,85,80,95,95,90,85,100,80,95,85,90,95,95,16,160062,101
Fajar,L,Gresik,15,2,75,80,95,90,95,80,95,75,100,85,95,95,90,95,75,95,80,75,16,160063,101
Ilham,L,Surabaya,15,3,85,85,95,80,75,85,95,90,85,85,90,80,95,85,85,85,80,85,16,160064,101
Iqbal,L,Gresik,15,5,80,80,85,95,80,95,85,95,80,95,85,85,90,85,90,90,90,95,16,160065,101
Ivan,L,Surabaya,16,5,80,75,90,100,95,80,85,80,90,90,95,85,80,100,85,80,85,75,16,160066,101
Jaya,L,Surabaya,14,5,95,85,80,95,90,95,95,85,80,100,75,85,85,100,85,80,85,95,15,160067,101
Joko,L,Surabaya,15,4,80,80,85,85,90,90,85,85,95,80,95,90,85,100,100,90,100,80,16,160068,101
Kurniawan,L,Surabaya,16,3,80,90,85,85,85,85,100,90,90,90,85,75,85,80,95,90,80,85,15,160069,101
Leo,L,Gresik,15,5,95,95,100,80,90,100,100,90,80,80,85,100,100,75,75,95,90,80,16,160070,101
Lukman,L,Malang,15,2,90,80,75,95,100,80,85,95,90,85,85,75,80,90,75,95,95,75,15,160071,101
Malik,L,Malang,15,2,80,80,100,75,80,85,95,100,80,85,75,100,90,90,100,80,90,90,14,160072,101
Melati,P,Gresik,15,5,85,90,75,100,95,85,95,95,85,95,90,90,85,80,85,95,95,85,16,160073,101
Melly,P,Surabaya,15,4,90,85,85,95,80,95,100,80,95,80,85,95,85,95,95,95,95,95,13,160074,101
Nizar,L,Malang,15,3,95,75,80,85,80,90,90,95,90,100,80,95,100,75,75,85,90,90,16,160075,101
Novan,L,Sidoarjo,14,2,90,85,95,90,75,95,95,80,95,85,95,95,100,100,90,80,95,100,16,160076,101
Oka,L,Surabaya,14,3,85,85,80,95,80,90,100,85,90,80,100,95,100,90,95,100,75,80,16,160077,101
Oki,L,Surabaya,15,2,90,90,100,90,85,75,100,90,75,85,80,90,95,95,90,95,75,90,16,160078,101
Ola,P,Surabaya,14,2,75,100,90,100,95,90,80,85,90,95,85,80,80,85,80,75,80,75,15,160079,101
Oskar,L,Gresik,16,3,80,90,90,75,85,95,90,100,95,80,85,80,85,95,80,95,95,85,14,160080,101
Pertiwi,P,Malang,15,3,80,85,75,80,85,80,80,85,95,100,75,80,95,100,85,75,80,85,15,160081,101
Putra,L,Surabaya,14,2,95,95,75,80,95,85,90,90,80,95,100,90,75,85,80,90,90,80,16,160082,101
Putri,P,Surabaya,15,5,90,75,75,75,85,75,95,100,100,90,95,95,95,90,85,95,80,85,14,160083,101
Qory,P,Sidoarjo,15,5,85,85,80,95,80,95,85,95,95,100,80,80,95,100,100,75,80,80,15,160084,101
Rizky,L,Gresik,15,3,100,80,85,75,90,75,95,85,100,95,80,100,75,75,100,95,100,85,16,160085,101
Syam,L,Malang,15,2,75,80,80,80,90,90,85,100,95,85,95,100,80,90,85,75,90,100,16,160086,101
Umar,L,Sidoarjo,16,2,100,95,75,75,75,85,80,75,85,100,85,90,75,85,80,80,100,80,15,160087,101
Verdi,L,Gresik,15,4,95,85,75,85,80,80,90,85,95,90,95,95,95,100,80,80,80,80,15,160088,101
Yosi,P,Surabaya,15,3,80,95,95,95,100,95,85,80,95,90,85,85,85,100,90,95,80,90,16,160089,101
Zulaikha,P,Malang,15,3,90,80,100,90,85,95,100,80,90,95,75,90,90,80,95,90,95,85,16,160090,101
