Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Bagas,L,Gresik,15,5,90,95,75,85,85,95,90,95,80,85,95,85,100,80,85,90,95,80,14,160061,204
Dito,L,Surabaya,15,2,85,75,80,100,85,80,80,80,100,80,95,80,75,100,95,85,95,80,14,160062,204
Fajar,L,Gresik,15,2,80,100,80,90,90,90,80,85,95,95,90,90,80,95,80,95,90,80,16,160063,204
Ilham,L,Surabaya,15,3,80,85,80,90,80,95,90,95,95,95,100,90,75,90,100,95,95,90,14,160064,204
Iqbal,L,Gresik,15,5,90,75,95,75,85,85,85,95,85,85,100,100,80,80,75,85,80,90,15,160065,204
Ivan,L,Surabaya,16,5,80,80,80,80,100,80,75,75,80,85,80,85,85,90,90,80,100,85,14,160066,204
Jaya,L,Surabaya,14,5,90,85,90,85,75,90,90,85,100,95,95,100,80,95,100,95,95,80,16,160067,204
Joko,L,Surabaya,15,4,100,80,85,95,90,100,80,90,90,80,95,75,80,95,80,95,80,85,13,160068,204
Kurniawan,L,Surabaya,16,3,95,80,85,80,75,100,90,100,95,100,95,95,75,100,95,100,85,90,13,160069,204
Leo,L,Gresik,15,5,85,95,75,85,95,75,85,95,80,80,85,90,100,95,90,80,85,100,15,160070,204
Lukman,L,Malang,15,2,90,85,80,85,90,100,85,90,80,100,90,95,85,100,80,85,75,85,15,160071,204
Malik,L,Malang,15,2,85,85,90,95,75,90,80,90,85,95,85,85,85,90,80,80,90,85,13,160072,204
Melati,P,Gresik,15,5,85,90,95,85,75,85,90,90,75,75,75,90,95,85,80,80,100,80,16,160073,204
Melly,P,Surabaya,15,4,95,85,95,80,90,100,90,90,80,85,100,95,85,95,95,80,90,80,16,160074,204
Nizar,L,Malang,15,3,95,100,90,95,95,85,75,75,85,100,85,90,75,75,95,95,85,80,13,160075,204
Novan,L,Sidoarjo,14,2,80,90,85,100,80,80,80,80,85,95,90,90,95,95,100,85,95,90,13,160076,204
Oka,L,Surabaya,14,3,95,80,80,80,80,80,90,100,90,85,85,85,95,85,85,100,85,75,15,160077,204
Oki,L,Surabaya,15,2,85,80,85,80,85,75,85,100,100,90,80,95,80,85,75,95,90,90,14,160078,204
Ola,P,Surabaya,14,2,80,75,90,90,75,85,80,100,85,95,75,80,85,95,80,80,90,100,13,160079,204
Oskar,L,Gresik,16,3,80,75,95,95,75,80,95,90,90,75,85,75,75,90,100,80,75,80,16,160080,204
Pertiwi,P,Malang,15,3,85,95,80,95,80,85,80,75,100,95,80,90,80,80,95,95,95,75,14,160081,204
Putra,L,Surabaya,14,2,85,75,75,85,95,85,90,95,75,85,100,80,90,75,85,100,95,80,15,160082,204
Putri,P,Surabaya,15,5,85,85,80,90,95,100,75,95,100,90,85,90,80,85,75,100,80,90,16,160083,204
Qory,P,Sidoarjo,15,5,80,90,85,80,95,95,100,90,100,80,75,95,85,95,100,85,85,85,15,160084,204
Rizky,L,Gresik,15,3,90,90,100,100,100,100,80,80,100,95,90,75,75,85,100,90,85,80,16,160085,204
Syam,L,Malang,15,2,85,80,85,75,80,90,100,85,80,75,90,80,95,85,90,95,95,85,16,160086,204
Umar,L,Sidoarjo,16,2,80,90,95,80,85,80,95,80,80,85,95,95,85,90,100,100,85,80,13,160087,204
Verdi,L,Gresik,15,4,75,85,95,80,90,85,90,90,95,85,75,85,90,90,95,80,90,80,15,160088,204
Yosi,P,Surabaya,15,3,90,95,90,80,95,80,90,85,80,85,90,95,90,95,90,90,90,75,14,160089,204
Zulaikha,P,Malang,15,3,85,85,80,80,85,75,85,75,80,95,95,95,90,80,80,80,85,95,16,160090,204
