Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Ajeng,P,Surabaya,13,3,94,100,94,90,99,100,98,90,97,95,90,95,90,90,93,92,91,95,14,160001,206
Amira,P,Surabaya,12,2,100,95,95,100,99,95,99,90,90,100,93,97,95,90,97,94,90,93,14,160002,206
Angga,L,Surabaya,13,3,95,93,90,95,98,90,100,98,100,100,95,90,90,97,92,90,94,92,16,160003,206
Arif,L,Surabaya,12,2,95,95,95,99,90,98,99,95,95,99,96,91,95,90,95,90,96,100,15,160004,206
Bagus,L,Jakarta,12,2,92,100,100,100,95,95,98,95,90,92,100,100,95,90,93,90,91,90,15,160005,206
Bertha,P,Surabaya,12,4,98,90,100,95,100,92,98,95,96,90,97,93,90,91,95,90,90,90,15,160006,206
Chandra,L,Jakarta,13,3,97,93,94,99,90,98,100,90,97,95,90,90,95,97,100,99,94,91,16,160007,206
Dewi,P,Gresik,14,2,90,93,100,95,100,99,99,96,100,91,91,95,94,90,91,95,95,91,16,160008,206
Endah,P,Gresik,13,5,95,100,98,100,97,93,94,98,92,90,95,100,99,95,95,90,100,95,16,160009,206
Eva,P,Sidoarjo,13,2,90,93,95,96,100,95,97,90,90,91,90,95,90,91,90,90,96,90,16,160010,206
Farah,P,Surabaya,12,2,100,95,95,100,92,97,98,92,98,90,99,95,92,95,90,96,90,95,16,160011,206
Gita,P,Surabaya,14,2,93,90,100,93,90,100,90,92,90,98,90,96,100,100,91,95,95,99,16,160012,206
Ida,P,Gresik,13,2,90,90,95,95,97,94,95,90,92,99,90,100,93,90,90,95,100,97,14,160013,206
Ira,P,Malang,13,5,100,90,95,100,100,93,100,95,100,95,90,95,90,93,91,95,90,95,14,160014,206
Jeni,P,Surabaya,13,5,94,95,95,95,95,100,98,100,95,95,100,95,90,90,95,92,100,90,13,160015,206
Juwita,P,Surabaya,13,2,97,91,98,100,100,93,95,94,95,95,100,92,90,90,95,93,99,90,16,160016,206
Karina,P,Gresik,13,2,94,100,94,93,96,96,97,95,95,100,94,100,90,93,93,93,90,90,15,160017,206
Luthfi,L,Sidoarjo,12,2,95,92,90,95,90,91,91,95,96,92,93,95,94,95,91,95,92,100,16,160018,206
Mahendra,L,Surabaya,13,3,90,95,95,100,93,93,90,90,96,95,100,92,96,93,95,95,95,95,13,160019,206
Mega,P,Surabaya,13,3,92,95,98,100,98,90,90,93,91,90,90,95,90,95,100,99,98,93,13,160020,206
Pasha,L,Jakarta,13,2,91,97,98,92,98,95,95,98,97,92,91,96,95,100,94,95,100,90,15,160021,206
Pramana,L,Gresik,13,4,90,90,90,95,93,95,100,100,96,100,95,100,90,95,95,99,98,100,15,160022,206
Rahmat,L,Sidoarjo,13,3,90,95,90,96,92,90,99,92,94,93,95,90,100,90,95,90,93,90,15,160023,206
Rara,P,Sidoarjo,12,5,90,95,95,90,90,95,95,92,97,96,96,95,95,92,92,91,90,98,15,160024,206
Ratih,P,Malang,13,3,90,94,90,95,95,90,98,90,90,97,95,93,100,97,90,95,95,100,16,160025,206
Ratna,P,Surabaya,14,2,93,93,97,90,94,93,100,98,90,100,95,95,95,90,90,95,100,99,16,160026,206
Rina,P,Sidoarjo,13,2,97,99,91,95,90,95,100,94,93,90,94,95,95,97,98,100,100,95,15,160027,206
Sri,P,Jakarta,13,5,93,91,97,95,90,90,96,90,98,97,95,90,100,96,95,95,95,90,15,160028,206
Yoga,L,Gresik,13,4,100,93,100,95,94,98,100,95,100,90,94,91,90,90,93,95,93,95,15,160029,206
Yudha,L,Sidoarjo,12,2,90,98,90,90,90,90,95,100,92,90,92,100,92,96,99,100,95,93,16,160030,206
