Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Ajeng,P,Surabaya,13,3,99,100,90,92,94,100,98,90,98,95,90,95,90,90,98,98,98,95,14,160001,204
Amira,P,Surabaya,12,2,100,98,95,100,91,96,93,90,90,100,95,93,95,90,99,95,90,94,14,160002,204
Angga,L,Surabaya,13,3,95,98,94,95,91,90,100,99,100,95,95,90,90,100,100,90,100,96,16,160003,204
Arif,L,Surabaya,12,2,95,95,95,94,90,91,93,95,96,93,98,99,95,90,95,95,100,100,15,160004,204
Bagus,L,Jakarta,12,2,98,100,100,93,95,95,90,95,90,95,100,100,91,90,93,90,90,90,15,160005,204
Bertha,P,Surabaya,12,4,98,90,100,95,100,99,96,95,92,90,100,96,90,100,95,90,90,90,15,160006,204
Chandra,L,Jakarta,13,3,93,92,97,97,90,90,100,90,94,95,90,90,95,92,100,98,91,99,16,160007,204
Dewi,P,Gresik,14,2,90,92,100,95,96,94,90,99,100,100,98,95,92,90,98,95,95,95,16,160008,204
Endah,P,Gresik,13,5,95,95,99,100,97,94,98,92,93,90,95,100,96,95,95,100,100,95,16,160009,204
Eva,P,Sidoarjo,13,2,90,100,95,90,100,95,94,90,90,91,100,95,90,96,90,90,90,90,16,160010,204
Farah,P,Surabaya,12,2,100,95,95,92,99,98,91,91,97,97,99,95,99,90,90,93,90,95,16,160011,204
Gita,P,Surabaya,14,2,90,90,96,98,96,100,94,99,90,100,90,97,100,100,90,95,95,98,16,160012,204
Ida,P,Gresik,13,2,90,100,95,95,96,100,93,90,95,98,93,99,93,90,90,95,100,93,14,160013,204
Ira,P,Malang,13,5,100,90,95,100,90,95,100,95,100,95,100,95,90,98,98,95,93,95,14,160014,204
Jeni,P,Surabaya,13,5,95,95,95,95,95,100,95,100,95,95,100,95,90,90,98,92,100,90,13,160015,204
Juwita,P,Surabaya,13,2,100,91,90,100,100,100,95,91,95,95,100,91,90,90,95,97,97,90,16,160016,204
Karina,P,Gresik,13,2,98,93,99,96,96,96,96,95,91,100,95,100,90,90,100,95,90,90,15,160017,204
Luthfi,L,Sidoarjo,12,2,95,97,90,95,90,91,90,95,98,95,94,91,92,95,94,95,100,91,16,160018,204
Mahendra,L,Surabaya,13,3,90,95,95,100,99,92,90,90,99,95,100,94,95,94,95,95,95,95,13,160019,204
Mega,P,Surabaya,13,3,95,95,95,92,96,99,90,91,100,90,90,95,98,95,100,90,91,91,13,160020,204
Pasha,L,Jakarta,13,2,92,95,98,90,90,95,95,92,95,90,95,98,95,100,100,95,98,90,15,160021,204
Pramana,L,Gresik,13,4,90,90,90,95,92,95,100,100,100,97,95,100,90,95,95,96,97,100,15,160022,204
Rahmat,L,Sidoarjo,13,3,90,91,90,96,98,90,92,97,95,98,95,90,100,90,95,96,90,90,15,160023,204
Rara,P,Sidoarjo,12,5,90,95,95,90,90,95,95,90,91,94,97,92,95,95,99,95,90,90,15,160024,204
Ratih,P,Malang,13,3,90,96,90,95,95,90,92,90,90,97,94,91,100,100,90,100,95,96,16,160025,204
Ratna,P,Surabaya,14,2,99,97,94,90,92,97,100,100,90,93,95,95,95,90,90,95,100,91,16,160026,204
Rina,P,Sidoarjo,13,2,94,95,90,95,90,95,100,93,98,96,100,95,95,92,91,100,100,95,15,160027,204
Sri,P,Jakarta,13,5,97,93,92,95,90,90,92,90,94,94,95,90,100,97,98,95,95,99,15,160028,204
Yoga,L,Gresik,13,4,100,100,100,99,98,100,100,95,100,90,97,96,90,97,91,95,98,95,15,160029,204
Yudha,L,Sidoarjo,12,2,90,95,95,90,90,90,95,96,92,91,98,100,92,95,94,100,95,98,16,160030,204
