Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Ajeng,P,Surabaya,13,3,96,100,100,94,91,100,95,90,96,95,90,96,90,90,96,98,91,95,14,160001,110
Amira,P,Surabaya,12,2,100,98,95,100,93,97,96,90,90,100,98,96,95,90,95,92,90,93,14,160002,110
Angga,L,Surabaya,13,3,95,92,94,95,97,90,100,97,100,90,95,90,90,92,96,90,95,94,16,160003,110
Arif,L,Surabaya,12,2,95,95,95,96,90,95,98,95,92,97,92,98,95,90,95,98,94,100,15,160004,110
Bagus,L,Jakarta,12,2,99,100,100,92,95,95,94,95,90,98,100,100,95,90,94,90,96,90,15,160005,110
Bertha,P,Surabaya,12,4,97,90,99,95,100,91,95,95,96,90,93,97,90,93,95,90,90,90,15,160006,110
Chandra,L,Jakarta,13,3,100,91,96,93,90,98,100,90,92,95,90,90,95,90,100,98,98,95,16,160007,110
Dewi,P,Gresik,14,2,90,95,100,95,91,100,99,93,100,99,99,95,91,90,92,95,95,91,16,160008,110
Endah,P,Gresik,13,5,95,98,99,100,93,97,95,98,90,90,95,100,98,95,95,94,100,95,16,160009,110
Eva,P,Sidoarjo,13,2,90,93,95,95,100,95,96,90,90,98,94,95,90,100,90,90,97,90,16,160010,110
Farah,P,Surabaya,12,2,100,95,95,96,90,100,100,99,100,91,92,95,96,94,90,92,90,95,16,160011,110
Gita,P,Surabaya,14,2,92,90,93,94,96,100,94,93,90,97,90,95,100,100,96,95,95,98,16,160012,110
Ida,P,Gresik,13,2,90,98,95,95,94,94,99,90,99,99,96,95,93,90,90,95,100,95,14,160013,110
Ira,P,Malang,13,5,100,90,95,100,98,93,100,95,100,95,93,95,90,91,94,95,100,95,14,160014,110
Jeni,P,Surabaya,13,5,94,95,95,95,95,100,95,100,95,95,91,95,90,90,95,91,100,90,13,160015,110
Juwita,P,Surabaya,13,2,94,92,94,100,100,96,95,92,95,95,100,98,90,90,95,97,95,90,16,160016,110
Karina,P,Gresik,13,2,94,92,95,94,96,90,94,95,94,100,91,100,90,92,96,99,90,90,15,160017,110
Luthfi,L,Sidoarjo,12,2,95,94,90,95,90,90,98,95,93,91,93,97,97,95,99,95,97,97,16,160018,110
Mahendra,L,Surabaya,13,3,90,95,95,100,92,95,90,90,94,95,100,100,99,97,95,95,95,95,13,160019,110
Mega,P,Surabaya,13,3,99,95,91,97,95,95,90,91,95,90,90,95,96,95,100,100,96,95,13,160020,110
Pasha,L,Jakarta,13,2,99,92,96,95,97,95,95,97,98,94,93,98,95,100,97,95,91,90,15,160021,110
Pramana,L,Gresik,13,4,90,90,90,95,92,95,100,100,93,99,95,100,90,95,95,100,92,100,15,160022,110
Rahmat,L,Sidoarjo,13,3,90,90,90,97,92,90,92,90,95,95,95,90,100,90,95,93,93,90,15,160023,110
Rara,P,Sidoarjo,12,5,90,95,95,90,90,95,95,97,91,96,90,93,95,97,90,91,90,93,15,160024,110
Ratih,P,Malang,13,3,90,91,90,95,95,90,98,90,90,99,96,97,100,92,90,96,95,95,16,160025,110
Ratna,P,Surabaya,14,2,92,95,98,90,90,100,100,97,90,93,95,95,95,90,90,95,100,91,16,160026,110
Rina,P,Sidoarjo,13,2,99,97,92,95,90,95,100,99,96,99,97,95,95,100,95,100,100,95,15,160027,110
Sri,P,Jakarta,13,5,90,96,92,95,90,90,93,90,93,96,95,90,100,90,99,95,95,92,15,160028,110
Yoga,L,Gresik,13,4,100,90,100,90,97,100,100,95,100,90,94,98,90,97,92,95,99,95,15,160029,110
Yudha,L,Sidoarjo,12,2,90,98,100,90,90,90,95,94,96,100,91,100,97,93,93,100,95,96,16,160030,110
