Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Chiko,L,Malang,15,4,80,95,100,95,85,75,95,95,85,80,95,85,90,85,100,85,100,85,16,160091,104
Deni,L,Malang,15,4,95,95,95,80,85,80,95,95,80,95,100,95,90,80,85,85,75,80,16,160092,104
Eko,L,Surabaya,15,3,80,75,75,85,85,85,100,85,90,100,85,85,85,90,80,90,75,80,16,160093,104
Galuh,P,Surabaya,15,4,85,90,90,85,80,90,75,95,90,85,95,80,100,80,75,90,85,90,16,160094,104
Gibran,L,Surabaya,14,3,95,90,95,85,90,80,80,75,85,90,85,75,90,85,80,95,100,85,14,160095,104
Githa,P,Sidoarjo,14,5,85,85,90,75,80,90,80,100,90,95,90,100,85,85,95,80,80,90,14,160096,104
Hani,P,Malang,15,2,75,85,100,85,90,80,90,85,90,80,90,85,95,85,80,90,100,100,16,160097,104
Hilda,P,Sidoarjo,15,3,90,90,75,80,95,100,95,80,95,80,95,80,95,90,95,75,85,95,14,160098,104
Jaya,L,Surabaya,15,3,90,95,85,80,95,95,80,80,95,85,95,85,100,75,85,90,85,85,15,160099,104
Kasih,P,Surabaya,15,5,75,95,100,75,100,90,85,95,95,80,100,100,100,95,90,95,95,95,14,160100,104
Krisna,L,Malang,15,2,85,100,85,85,80,90,95,80,100,85,75,80,80,100,75,85,90,75,16,160101,104
Leni,P,Gresik,15,4,95,100,95,80,75,80,95,90,100,85,85,100,95,75,80,95,85,95,16,160102,104
Lestari,P,Surabaya,14,5,85,100,95,75,80,100,95,75,80,90,80,95,95,80,95,80,75,85,16,160103,104
Luki,L,Jakarta,15,3,75,100,80,100,80,85,100,90,85,75,90,90,95,75,80,90,90,85,15,160104,104
Mustofa,L,Surabaya,14,2,80,80,95,90,90,80,80,95,90,85,80,75,75,95,95,95,95,95,13,160105,104
Nanda,P,Surabaya,16,4,100,85,80,90,90,90,75,85,80,90,80,100,90,80,90,80,75,90,16,160106,104
Naufal,L,Surabaya,15,2,75,95,95,80,90,100,90,90,80,90,95,95,100,90,85,100,75,90,13,160107,104
Oktavia,P,Sidoarjo,15,4,85,85,75,95,90,80,95,95,95,90,95,100,95,85,95,95,80,95,16,160108,104
Olivia,P,Malang,15,4,100,90,95,95,85,85,85,75,75,100,75,90,95,100,95,85,90,90,15,160109,104
Qori,L,Surabaya,16,5,85,85,95,80,80,75,80,75,90,85,80,85,80,75,100,80,75,80,16,160110,104
Raditya,L,Surabaya,15,2,85,85,90,95,85,85,80,95,75,85,75,80,90,75,80,95,80,75,14,160111,104
Rifqi,L,Jakarta,15,2,100,95,95,90,80,90,80,85,95,75,95,85,85,85,90,100,85,90,16,160112,104
Syafiq,L,Surabaya,16,4,95,85,100,85,95,85,90,100,95,95,75,90,80,80,95,100,90,95,16,160113,104
Ully,P,Surabaya,15,3,95,80,95,75,100,80,90,90,90,90,100,80,100,90,95,100,95,95,16,160114,104
Umi,P,Malang,15,4,100,100,80,90,100,85,75,90,80,75,85,80,80,90,90,95,90,90,16,160115,104
Victor,L,Sidoarjo,15,5,90,85,85,90,90,75,95,90,75,85,90,75,75,80,75,90,85,90,13,160116,104
Viona,P,Sidoarjo,15,5,90,90,100,80,95,95,95,85,90,100,90,90,90,100,100,95,90,80,13,160117,104
Wahyu,L,Surabaya,15,2,95,75,100,75,85,80,85,80,75,90,75,80,90,95,75,100,85,85,15,160118,104
Yanti,P,Malang,15,4,80,90,90,80,75,80,80,90,85,85,80,80,85,95,95,80,90,75,16,160119,104
Zaky,L,Malang,15,3,85,90,80,85,75,80,95,75,95,100,75,95,75,85,80,85,100,90,14,160120,104
