Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Chiko,L,Malang,15,4,75,85,85,95,90,95,80,90,95,80,95,95,95,75,95,85,75,90,14,160091,107
Deni,L,Malang,15,4,95,85,100,80,85,85,90,100,80,90,75,100,80,85,75,100,80,75,13,160092,107
Eko,L,Surabaya,15,3,100,80,100,80,85,85,90,75,80,75,75,95,95,100,80,80,80,80,16,160093,107
Galuh,P,Surabaya,15,4,80,90,80,80,80,90,90,95,95,85,100,80,90,90,80,90,90,100,14,160094,107
Gibran,L,Surabaya,14,3,90,90,80,80,90,80,100,85,80,90,80,95,90,85,100,100,90,90,15,160095,107
Githa,P,Sidoarjo,14,5,80,80,90,95,95,75,90,95,80,80,85,100,85,85,85,85,75,100,13,160096,107
Hani,P,Malang,15,2,95,100,80,95,95,75,100,75,85,95,95,80,75,85,90,90,80,85,16,160097,107
Hilda,P,Sidoarjo,15,3,85,100,90,85,80,85,95,85,90,100,100,90,85,90,95,85,75,75,13,160098,107
Jaya,L,Surabaya,15,3,90,85,80,85,100,100,95,95,95,100,85,80,80,80,95,95,100,85,14,160099,107
Kasih,P,Surabaya,15,5,95,85,90,80,90,95,100,85,100,95,100,90,85,95,100,80,85,75,16,160100,107
Krisna,L,Malang,15,2,95,80,80,95,90,95,90,75,75,85,80,80,95,80,80,85,85,85,16,160101,107
Leni,P,Gresik,15,4,85,100,90,90,95,75,85,75,85,90,80,85,90,80,80,100,90,95,15,160102,107
Lestari,P,Surabaya,14,5,90,75,95,90,75,90,80,95,95,90,85,90,100,90,80,95,75,95,16,160103,107
Luki,L,Jakarta,15,3,85,80,95,100,90,85,85,80,95,90,85,85,95,95,75,100,95,90,14,160104,107
Mustofa,L,Surabaya,14,2,75,75,80,85,85,85,100,85,100,75,90,85,100,75,90,95,85,90,16,160105,107
Nanda,P,Surabaya,16,4,85,100,85,95,95,95,75,80,80,100,80,95,90,80,75,85,85,95,14,160106,107
Naufal,L,Surabaya,15,2,85,100,90,85,80,90,85,95,100,80,80,80,85,100,80,85,85,80,16,160107,107
Oktavia,P,Sidoarjo,15,4,100,80,90,80,90,95,95,95,100,95,75,85,75,85,85,85,80,90,16,160108,107
Olivia,P,Malang,15,4,100,100,90,90,80,90,95,85,95,90,80,75,90,75,90,80,85,85,13,160109,107
Qori,L,Surabaya,16,5,75,100,80,100,85,95,100,85,85,95,95,85,75,100,75,85,75,85,15,160110,107
Raditya,L,Surabaya,15,2,90,90,80,90,95,100,90,95,80,95,100,90,100,90,80,90,95,75,16,160111,107
Rifqi,L,Jakarta,15,2,85,85,75,90,80,100,95,100,90,85,90,95,85,100,75,100,90,95,16,160112,107
Syafiq,L,Surabaya,16,4,90,100,90,75,80,95,90,80,85,95,75,95,100,90,80,80,85,85,15,160113,107
Ully,P,Surabaya,15,3,100,90,95,90,75,100,80,85,80,75,95,95,85,85,75,95,80,100,16,160114,107
Umi,P,Malang,15,4,95,100,80,80,85,75,100,75,75,95,80,95,85,85,100,100,80,100,15,160115,107
Victor,L,Sidoarjo,15,5,85,80,85,90,85,95,75,100,95,80,85,80,95,100,85,95,75,85,15,160116,107
Viona,P,Sidoarjo,15,5,80,90,85,95,100,80,95,75,100,85,85,80,95,80,95,75,100,80,14,160117,107
Wahyu,L,Surabaya,15,2,90,85,95,90,80,95,95,95,95,95,90,85,95,95,90,90,100,90,16,160118,107
Yanti,P,Malang,15,4,90,95,100,85,75,95,75,85,95,85,95,80,95,80,85,75,95,100,16,160119,107
Zaky,L,Malang,15,3,75,95,95,95,80,75,85,75,95,90,80,90,90,100,85,95,100,80,14,160120,107
