Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Anita,P,Sidoarjo,15,4,80,75,95,90,80,100,95,85,80,90,90,80,90,90,90,75,80,95,16,160031,206
Bella,P,Surabaya,14,5,85,90,80,90,90,90,80,85,80,80,85,95,100,100,80,90,90,75,16,160032,206
Cakra,L,Surabaya,14,2,90,95,80,85,85,90,75,85,90,100,95,85,85,95,85,75,100,85,14,160033,206
Citra,P,Gresik,15,3,90,80,90,90,80,95,80,85,80,100,90,75,75,95,90,75,90,75,16,160034,206
Citra,P,Malang,14,2,75,75,80,95,80,100,80,80,75,85,90,95,80,90,80,95,85,80,16,160035,206
Desi,P,Jakarta,14,5,90,85,75,95,75,90,90,100,85,100,75,95,75,75,75,85,75,95,16,160036,206
Diah,P,Surabaya,15,4,95,90,80,95,95,95,90,90,85,100,95,100,90,100,85,85,75,80,15,160037,206
Fani,P,Surabaya,15,4,75,100,85,95,95,90,95,95,75,90,90,90,80,100,100,85,85,85,14,160038,206
Farhan,L,Gresik,15,2,90,75,100,80,75,80,85,95,80,95,100,100,95,95,95,80,100,80,13,160039,206
Fikri,L,Gresik,15,3,90,85,85,90,100,90,100,90,80,100,85,85,75,100,95,100,85,80,16,160040,206
Hanif,L,Malang,15,3,85,75,80,75,85,80,80,95,85,75,90,100,100,95,75,90,90,90,16,160041,206
Indra,L,Surabaya,15,2,75,95,90,85,85,90,95,80,80,90,85,80,85,95,75,95,100,75,16,160042,206
Intan,P,Malang,15,2,80,95,100,90,90,90,95,90,80,95,80,90,95,90,90,90,85,85,14,160043,206
Irfan,L,Gresik,15,4,85,90,85,90,95,80,95,80,85,90,90,100,85,85,80,80,80,75,16,160044,206
Kunto,L,Malang,15,5,80,75,80,90,90,85,90,85,90,80,75,75,80,90,95,90,85,95,13,160045,206
Laksamana,L,Gresik,14,3,80,95,85,85,90,100,90,80,80,100,95,100,80,75,85,100,90,80,15,160046,206
Mita,P,Surabaya,14,5,100,95,85,75,85,85,80,95,95,100,100,95,90,80,75,75,80,85,16,160047,206
Nia,P,Surabaya,16,4,100,85,85,100,95,90,80,75,85,85,90,90,85,80,90,85,95,75,15,160048,206
Opan,L,Surabaya,14,5,100,100,85,80,75,90,90,95,80,100,80,95,75,95,85,95,80,90,14,160049,206
Prasetyo,L,Surabaya,15,2,80,90,100,75,90,95,90,95,85,95,90,100,95,75,90,75,90,75,15,160050,206
Qori,L,Surabaya,14,3,95,85,75,95,75,80,90,85,80,85,85,90,80,85,75,75,100,95,14,160051,206
Satria,L,Surabaya,15,3,90,90,80,95,80,80,85,85,90,95,80,85,75,100,85,85,90,95,16,160052,206
Tama,L,Malang,15,5,90,100,100,90,100,80,90,95,95,75,85,85,95,85,95,90,95,85,16,160053,206
Tania,P,Malang,15,3,75,95,85,90,95,95,95,95,95,80,85,80,100,100,75,95,95,85,16,160054,206
Toni,L,Jakarta,14,3,75,75,100,85,80,90,90,100,80,75,85,100,75,100,95,95,80,100,15,160055,206
Usman,L,Gresik,14,5,95,80,80,80,90,100,75,85,85,75,95,75,85,100,75,80,95,75,16,160056,206
Utari,P,Surabaya,15,2,95,95,90,100,85,75,80,75,100,95,90,80,80,100,80,85,90,95,14,160057,206
Vira,P,Malang,15,3,80,95,75,80,80,75,100,100,90,90,85,80,80,80,95,75,95,95,16,160058,206
Wira,L,Malang,15,3,85,95,75,85,85,95,75,85,85,85,90,95,80,90,90,100,80,100,16,160059,206
Zaki,L,Surabaya,15,5,90,95,80,75,75,85,100,90,75,95,100,100,75,85,85,100,80,80,13,160060,206
