Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Bima,L,Surabaya,14,4,90,80,80,85,85,75,100,75,95,80,80,100,95,80,95,80,85,85,13,160211,104
Candra,L,Sidoarjo,14,2,85,80,85,75,85,85,100,80,85,95,95,80,85,90,75,85,85,90,16,160212,104
Cempaka,P,Surabaya,14,4,95,90,90,80,90,100,90,85,80,90,95,100,100,80,95,75,80,85,14,160213,104
Cici,P,Malang,13,3,95,75,75,80,90,100,95,100,95,80,80,80,100,90,80,75,80,100,16,160214,104
Cindy,P,Gresik,14,2,90,80,85,95,95,80,100,100,80,100,100,85,85,90,85,85,85,85,13,160215,104
Daffa,L,Malang,14,3,100,95,75,75,75,80,90,95,85,95,90,90,95,80,90,95,95,85,16,160216,104
Faisal,L,Surabaya,13,5,95,80,80,90,85,85,80,100,80,90,90,95,80,85,80,100,75,95,16,160217,104
Fira,P,Sidoarjo,14,2,80,95,75,85,100,75,90,90,80,100,80,85,95,90,90,95,100,95,16,160218,104
Fitria,P,Gresik,13,5,90,90,75,90,80,85,100,85,80,75,100,95,80,100,80,80,80,80,16,160219,104
Galih,L,Surabaya,15,4,85,90,90,95,90,80,80,90,100,85,80,80,100,85,90,95,100,80,16,160220,104
Genta,L,Surabaya,14,5,80,80,75,90,75,75,85,85,80,85,95,85,75,85,80,80,75,85,16,160221,104
Gisel,P,Surabaya,15,3,80,100,100,80,80,95,95,90,80,85,80,85,75,95,95,90,75,90,14,160222,104
Hani,P,Surabaya,14,4,75,85,80,90,85,90,100,95,90,90,90,75,85,100,95,75,80,95,16,160223,104
Indah,P,Sidoarjo,14,4,80,95,80,85,75,80,85,75,80,90,100,85,75,100,80,80,75,75,15,160224,104
Ines,P,Surabaya,14,4,75,95,75,95,75,80,85,80,90,90,90,80,85,95,85,95,90,80,16,160225,104
Juni,P,Jakarta,14,2,95,95,95,80,85,90,80,85,85,85,75,80,90,95,90,90,85,85,16,160226,104
Kamila,P,Surabaya,14,5,95,85,80,80,80,95,90,90,80,95,100,85,80,75,95,90,80,100,15,160227,104
Laila,P,Sidoarjo,14,5,100,100,85,75,95,100,90,80,90,95,100,80,95,85,95,100,90,95,16,160228,104
Lili,P,Surabaya,13,5,95,90,85,80,80,75,80,80,90,90,90,95,95,100,85,85,100,80,16,160229,104
Miko,L,Surabaya,15,3,80,85,85,75,95,90,85,85,90,95,90,85,85,95,75,100,90,100,16,160230,104
Nila,P,Surabaya,13,3,95,85,95,90,85,75,90,95,95,90,80,90,95,95,80,80,100,75,16,160231,104
Nina,P,Sidoarjo,13,2,80,95,95,85,95,85,75,100,80,90,100,90,75,95,85,95,80,100,15,160232,104
Riri,P,Surabaya,13,4,75,90,95,90,80,90,100,80,95,100,100,95,90,85,80,90,75,80,16,160233,104
Selvi,P,Surabaya,14,2,90,90,85,100,90,95,75,100,85,75,85,75,90,90,80,80,100,90,16,160234,104
Surya,L,Sidoarjo,14,4,90,85,95,80,100,75,90,95,100,100,100,100,95,75,95,90,85,75,16,160235,104
Syahrul,L,Gresik,14,5,90,80,90,90,90,80,95,95,85,80,85,80,85,100,95,80,85,85,14,160236,104
Titi,P,Surabaya,15,2,75,75,90,85,95,100,85,80,90,90,95,90,95,90,95,95,95,85,16,160237,104
Uli,P,Surabaya,13,4,75,90,100,100,80,95,95,80,85,95,80,95,90,90,85,90,95,80,16,160238,104
Wawan,L,Surabaya,14,4,85,80,90,80,90,90,85,75,95,80,100,75,75,100,75,100,75,100,16,160239,104
Wenny,P,Surabaya,15,5,95,80,80,75,95,95,95,85,95,100,80,75,95,80,85,75,75,95,13,160240,104
