Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Bima,L,Surabaya,14,4,80,90,80,80,85,80,75,100,95,95,75,100,80,90,85,80,80,85,14,160211,206
Candra,L,Sidoarjo,14,2,75,100,95,95,80,95,95,85,80,80,90,100,95,80,85,100,95,100,13,160212,206
Cempaka,P,Surabaya,14,4,75,85,85,85,85,95,90,90,95,90,85,90,90,95,80,80,85,85,13,160213,206
Cici,P,Malang,13,3,90,90,95,95,90,80,85,85,95,80,90,90,75,80,85,100,85,75,16,160214,206
Cindy,P,Gresik,14,2,85,95,90,95,80,80,90,100,80,75,95,80,100,85,85,80,85,85,15,160215,206
Daffa,L,Malang,14,3,100,75,85,95,80,90,85,95,95,90,85,80,75,85,75,75,90,75,16,160216,206
Faisal,L,Surabaya,13,5,90,75,85,100,75,85,85,75,75,95,85,95,85,75,90,80,100,95,15,160217,206
Fira,P,Sidoarjo,14,2,90,90,95,75,80,85,85,100,95,95,95,80,85,80,90,95,85,90,14,160218,206
Fitria,P,Gresik,13,5,80,90,75,90,90,85,80,80,85,95,95,95,95,80,90,100,95,85,16,160219,206
Galih,L,Surabaya,15,4,100,85,85,85,95,100,85,85,80,100,100,90,100,100,100,95,95,90,16,160220,206
Genta,L,Surabaya,14,5,100,85,75,95,80,85,95,90,95,90,85,80,100,85,85,95,85,90,15,160221,206
Gisel,P,Surabaya,15,3,90,85,90,95,100,80,90,90,90,80,75,75,100,90,95,85,75,85,13,160222,206
Hani,P,Surabaya,14,4,90,95,80,85,95,95,80,80,85,85,85,85,80,95,80,85,95,100,14,160223,206
Indah,P,Sidoarjo,14,4,80,90,80,95,95,100,75,100,80,80,85,95,80,75,85,90,75,75,16,160224,206
Ines,P,Surabaya,14,4,90,95,80,95,95,75,90,100,90,85,95,100,90,85,90,95,90,95,16,160225,206
Juni,P,Jakarta,14,2,100,80,100,95,90,80,80,85,80,95,85,100,100,90,95,75,80,85,15,160226,206
Kamila,P,Surabaya,14,5,90,100,85,75,90,100,85,100,95,95,80,95,95,95,90,100,85,80,13,160227,206
Laila,P,Sidoarjo,14,5,90,85,80,80,85,95,85,90,95,95,80,80,95,80,80,80,85,90,16,160228,206
Lili,P,Surabaya,13,5,95,75,100,100,75,100,100,75,90,75,80,85,85,90,100,80,85,85,13,160229,206
Miko,L,Surabaya,15,3,100,100,90,80,75,75,80,95,95,85,85,85,80,85,85,75,90,80,16,160230,206
Nila,P,Surabaya,13,3,80,85,95,85,80,100,80,80,75,80,90,85,80,90,85,100,75,95,16,160231,206
Nina,P,Sidoarjo,13,2,90,90,85,95,80,90,90,75,85,100,90,75,95,85,100,80,75,85,15,160232,206
Riri,P,Surabaya,13,4,75,100,100,90,90,90,90,90,75,90,80,80,75,75,80,90,95,95,16,160233,206
Selvi,P,Surabaya,14,2,90,75,90,85,90,100,90,80,85,95,85,95,95,80,80,90,80,85,15,160234,206
Surya,L,Sidoarjo,14,4,90,90,100,95,85,95,85,85,75,85,95,90,80,95,90,85,95,90,13,160235,206
Syahrul,L,Gresik,14,5,100,90,80,85,95,80,100,75,90,95,80,75,100,80,85,80,75,100,16,160236,206
Titi,P,Surabaya,15,2,75,75,90,95,80,100,85,90,80,95,85,95,90,95,85,80,85,90,16,160237,206
Uli,P,Surabaya,13,4,100,85,95,95,85,80,85,95,85,100,75,80,90,85,80,100,85,95,15,160238,206
Wawan,L,Surabaya,14,4,80,90,95,80,75,80,95,95,80,80,90,80,75,90,85,80,85,85,16,160239,206
Wenny,P,Surabaya,15,5,85,95,90,95,90,90,90,90,85,90,80,95,80,85,75,95,95,90,16,160240,206
