Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Bima,L,Surabaya,14,4,95,85,85,75,75,80,85,100,85,90,90,80,85,95,100,90,85,90,14,160211,207
Candra,L,Sidoarjo,14,2,80,80,80,95,95,95,85,80,80,75,80,95,75,90,85,80,100,95,15,160212,207
Cempaka,P,Surabaya,14,4,95,90,95,75,90,80,85,85,75,90,80,75,90,80,80,80,85,100,16,160213,207
Cici,P,Malang,13,3,85,90,95,80,90,95,85,90,95,100,75,95,80,95,80,95,80,100,16,160214,207
Cindy,P,Gresik,14,2,80,85,75,100,80,80,100,75,100,85,95,95,80,100,95,80,100,80,15,160215,207
Daffa,L,Malang,14,3,75,80,75,80,90,80,75,75,95,90,100,80,80,90,90,85,80,90,14,160216,207
Faisal,L,Surabaya,13,5,95,95,75,75,95,95,75,95,80,75,95,95,90,80,95,75,95,85,16,160217,207
Fira,P,Sidoarjo,14,2,85,95,100,90,95,100,85,80,80,95,85,90,100,95,90,90,90,80,15,160218,207
Fitria,P,Gresik,13,5,95,100,85,90,90,90,85,85,80,95,75,80,80,85,80,75,75,90,16,160219,207
Galih,L,Surabaya,15,4,90,90,80,95,85,75,100,95,80,95,95,85,85,90,80,80,85,85,16,160220,207
Genta,L,Surabaya,14,5,85,80,100,90,80,75,80,85,90,85,90,80,85,80,80,90,90,90,16,160221,207
Gisel,P,Surabaya,15,3,90,95,100,95,85,85,80,80,95,100,95,100,95,90,80,90,85,85,16,160222,207
Hani,P,Surabaya,14,4,90,95,90,95,90,90,95,90,75,85,75,75,75,75,90,80,80,95,14,160223,207
Indah,P,Sidoarjo,14,4,85,95,95,100,90,90,75,95,80,75,90,75,100,95,80,80,85,85,16,160224,207
Ines,P,Surabaya,14,4,95,80,80,100,90,100,80,100,90,95,85,95,90,75,85,80,90,90,16,160225,207
Juni,P,Jakarta,14,2,95,100,75,80,80,100,95,75,95,85,80,95,85,100,90,95,95,90,16,160226,207
Kamila,P,Surabaya,14,5,80,90,75,95,90,80,85,95,85,85,85,85,85,85,95,75,80,95,16,160227,207
Laila,P,Sidoarjo,14,5,90,80,80,80,95,95,85,95,75,75,100,90,100,85,85,100,90,80,14,160228,207
Lili,P,Surabaya,13,5,80,95,95,90,85,90,90,90,75,90,100,75,80,75,85,90,85,90,13,160229,207
Miko,L,Surabaya,15,3,85,80,85,90,95,75,90,80,90,80,95,85,95,80,95,80,75,95,16,160230,207
Nila,P,Surabaya,13,3,95,80,100,80,90,100,100,100,80,85,100,95,95,80,95,100,85,100,16,160231,207
Nina,P,Sidoarjo,13,2,80,85,85,90,85,100,80,80,80,90,90,95,85,90,80,90,80,90,15,160232,207
Riri,P,Surabaya,13,4,95,80,90,90,95,95,100,80,95,85,95,80,95,90,85,90,75,80,16,160233,207
Selvi,P,Surabaya,14,2,95,80,80,90,80,90,75,75,90,90,75,80,95,75,85,75,90,75,16,160234,207
Surya,L,Sidoarjo,14,4,95,100,95,90,90,100,95,85,75,95,90,85,90,80,90,95,85,80,16,160235,207
Syahrul,L,Gresik,14,5,75,80,80,80,95,95,85,75,90,95,80,85,100,75,75,85,80,85,15,160236,207
Titi,P,Surabaya,15,2,90,80,95,80,85,85,95,80,80,80,80,85,95,85,80,85,80,90,14,160237,207
Uli,P,Surabaya,13,4,95,80,90,90,90,85,85,95,75,75,90,95,100,85,80,80,75,90,15,160238,207
Wawan,L,Surabaya,14,4,85,100,90,100,80,90,95,75,90,75,85,75,95,100,95,80,95,90,14,160239,207
Wenny,P,Surabaya,15,5,75,95,85,95,90,90,85,95,85,95,75,85,80,90,80,85,90,95,14,160240,207
