Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Anita,P,Sidoarjo,14,4,80,85,90,90,80,85,100,100,80,85,90,75,90,80,95,85,95,80,14,160031,207
Bella,P,Surabaya,13,5,95,95,85,80,100,75,75,100,75,90,95,95,75,90,75,95,75,85,16,160032,207
Cakra,L,Surabaya,13,2,85,85,90,75,80,80,90,75,80,80,85,80,90,80,75,85,100,75,15,160033,207
Citra,P,Gresik,14,3,100,85,90,100,95,75,85,85,95,75,95,95,80,90,90,80,90,75,16,160034,207
Citra,P,Malang,13,2,90,80,100,85,75,85,80,95,75,100,100,80,85,85,95,100,75,100,16,160035,207
Desi,P,Jakarta,13,5,100,95,80,95,85,100,90,85,85,85,75,100,90,95,95,80,100,100,16,160036,207
Diah,P,Surabaya,14,4,100,90,80,85,95,80,80,75,85,80,95,85,95,75,80,90,80,95,16,160037,207
Fani,P,Surabaya,14,4,80,90,80,80,75,75,85,85,75,80,100,95,80,85,85,90,85,75,13,160038,207
Farhan,L,Gresik,14,2,100,75,80,100,80,80,90,85,80,75,85,95,100,85,75,90,80,80,13,160039,207
Fikri,L,Gresik,14,3,80,80,85,80,75,80,90,100,90,85,80,80,95,80,100,80,75,95,16,160040,207
Hanif,L,Malang,14,3,90,90,95,90,95,80,90,95,90,85,75,75,85,95,75,90,75,90,16,160041,207
Indra,L,Surabaya,14,2,75,80,80,100,95,85,80,80,75,90,80,95,85,85,100,85,95,75,14,160042,207
Intan,P,Malang,14,2,80,85,80,85,75,80,75,95,75,90,95,95,95,75,100,85,80,100,14,160043,207
Irfan,L,Gresik,14,4,85,95,85,80,80,80,85,75,90,85,80,75,90,90,85,95,85,80,15,160044,207
Kunto,L,Malang,14,5,100,75,75,100,85,85,85,90,100,75,90,90,100,90,80,100,95,85,16,160045,207
Laksamana,L,Gresik,13,3,80,95,100,100,95,100,95,100,95,90,95,80,95,75,90,95,95,100,15,160046,207
Mita,P,Surabaya,13,5,95,90,85,80,90,75,85,80,95,90,85,90,90,80,95,75,100,80,16,160047,207
Nia,P,Surabaya,15,4,90,80,90,80,100,85,85,100,75,95,75,85,90,80,80,90,90,90,16,160048,207
Opan,L,Surabaya,13,5,90,85,95,85,90,80,80,90,85,80,75,80,90,85,90,85,100,85,14,160049,207
Prasetyo,L,Surabaya,14,2,90,90,95,90,75,80,95,100,80,80,95,80,80,100,90,90,85,75,16,160050,207
Qori,L,Surabaya,13,3,90,90,90,100,90,100,85,90,80,100,85,80,75,90,85,100,90,100,14,160051,207
Satria,L,Surabaya,14,3,95,80,95,90,75,80,95,85,90,75,90,80,85,95,90,95,80,100,14,160052,207
Tama,L,Malang,14,5,100,80,95,80,90,85,95,100,75,85,100,100,95,85,85,85,75,80,16,160053,207
Tania,P,Malang,14,3,75,85,80,95,85,95,85,80,85,80,80,75,90,100,90,100,85,85,16,160054,207
Toni,L,Jakarta,13,3,90,95,90,90,75,75,95,85,100,75,90,90,90,90,90,95,75,80,15,160055,207
Usman,L,Gresik,13,5,85,100,90,85,80,80,100,95,80,100,100,95,100,75,85,75,100,95,13,160056,207
Utari,P,Surabaya,14,2,90,95,75,80,75,100,80,85,95,100,85,75,85,90,80,85,90,95,16,160057,207
Vira,P,Malang,14,3,75,80,90,95,100,80,80,75,90,95,85,90,75,100,95,90,95,95,16,160058,207
Wira,L,Malang,14,3,95,85,80,80,100,85,100,95,95,80,100,90,80,80,85,85,85,95,16,160059,207
Zaki,L,Surabaya,14,5,85,95,95,95,90,90,95,95,90,75,100,75,95,80,90,85,95,90,15,160060,207
