Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Anita,P,Sidoarjo,14,4,95,98,99,91,97,91,91,90,99,90,90,97,97,98,97,99,94,91,15,160031,109
Bella,P,Surabaya,13,5,94,95,94,92,91,90,94,95,96,98,93,97,90,92,99,97,99,91,15,160032,109
Cakra,L,Surabaya,13,2,90,92,97,96,99,96,97,100,92,91,99,96,100,100,91,94,94,95,14,160033,109
Citra,P,Gresik,14,3,99,95,96,100,100,92,92,93,98,98,91,99,91,94,93,90,91,95,14,160034,109
Citra,P,Malang,13,2,94,97,90,97,93,91,93,92,98,96,93,92,90,92,91,91,93,100,13,160035,109
Desi,P,Jakarta,13,5,94,100,97,97,96,90,95,90,93,100,91,95,92,91,96,95,96,97,15,160036,109
Diah,P,Surabaya,14,4,91,95,90,97,93,97,91,91,93,90,98,91,96,91,92,91,90,92,16,160037,109
Fani,P,Surabaya,14,4,93,100,99,98,92,92,98,93,93,98,95,100,96,99,97,98,100,100,16,160038,109
Farhan,L,Gresik,14,2,97,92,96,95,93,96,95,90,95,100,100,94,93,92,91,91,96,95,16,160039,109
Fikri,L,Gresik,14,3,100,95,95,94,94,97,92,95,97,97,92,95,94,97,93,95,100,91,16,160040,109
Hanif,L,Malang,14,3,91,97,98,94,95,90,100,94,93,93,90,96,91,98,92,93,96,92,15,160041,109
Indra,L,Surabaya,14,2,94,100,98,95,92,98,98,91,91,93,95,92,92,95,91,90,97,99,16,160042,109
Intan,P,Malang,14,2,98,90,97,92,95,97,100,98,97,94,91,93,99,96,90,90,100,97,13,160043,109
Irfan,L,Gresik,14,4,99,94,94,97,100,96,90,96,92,97,94,94,95,99,99,100,100,90,16,160044,109
Kunto,L,Malang,14,5,98,96,97,94,91,100,91,96,90,100,93,94,100,100,100,94,92,96,16,160045,109
Laksamana,L,Gresik,13,3,93,90,98,94,95,90,96,95,90,90,99,91,95,96,96,95,90,92,14,160046,109
Mita,P,Surabaya,13,5,100,93,99,93,93,99,96,94,94,95,95,98,98,93,99,98,92,97,16,160047,109
Nia,P,Surabaya,15,4,100,96,92,94,99,100,93,99,96,90,91,95,93,98,91,97,91,97,16,160048,109
Opan,L,Surabaya,13,5,96,95,94,99,90,91,90,98,91,90,94,94,92,96,91,99,93,96,16,160049,109
Prasetyo,L,Surabaya,14,2,91,94,91,98,99,99,96,90,95,97,96,97,96,90,100,90,92,90,13,160050,109
Qori,L,Surabaya,13,3,96,91,96,91,90,96,100,98,100,95,91,93,95,98,94,99,95,94,16,160051,109
Satria,L,Surabaya,14,3,96,98,97,91,92,91,93,90,91,90,95,94,100,99,92,90,90,91,15,160052,109
Tama,L,Malang,14,5,97,97,98,97,99,90,98,95,97,90,100,100,96,92,100,95,100,100,16,160053,109
Tania,P,Malang,14,3,100,93,91,96,100,94,97,95,92,96,93,99,99,95,96,95,97,97,15,160054,109
Toni,L,Jakarta,13,3,92,95,97,93,90,93,96,95,91,90,90,90,95,96,90,100,99,93,16,160055,109
Usman,L,Gresik,13,5,93,97,100,98,94,98,99,94,90,100,91,100,97,97,90,97,99,100,16,160056,109
Utari,P,Surabaya,14,2,100,95,90,98,92,97,93,96,96,91,92,99,92,98,91,93,92,94,16,160057,109
Vira,P,Malang,14,3,97,94,92,92,100,93,94,97,90,97,96,100,96,91,95,95,97,95,16,160058,109
Wira,L,Malang,14,3,95,90,90,100,97,97,95,96,92,92,96,100,93,92,92,94,100,91,13,160059,109
Zaki,L,Surabaya,14,5,98,98,98,96,95,94,92,91,100,100,99,99,91,95,100,92,94,98,16,160060,109
