Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Ajeng,P,Surabaya,13,3,92,100,96,96,96,100,93,90,100,95,90,100,90,90,99,97,96,95,14,160001,208
Amira,P,Surabaya,12,2,100,99,95,100,94,100,92,90,90,100,92,97,95,90,95,95,90,91,14,160002,208
Angga,L,Surabaya,13,3,95,99,100,95,90,90,100,92,100,95,95,90,90,98,93,90,93,95,16,160003,208
Arif,L,Surabaya,12,2,95,95,95,95,90,92,90,95,94,98,98,98,95,90,95,90,95,100,15,160004,208
Bagus,L,Jakarta,12,2,98,100,100,98,95,95,99,95,90,98,100,100,95,90,98,90,91,90,15,160005,208
Bertha,P,Surabaya,12,4,96,90,97,95,100,98,99,95,95,90,100,91,90,98,95,90,90,90,15,160006,208
Chandra,L,Jakarta,13,3,99,93,97,95,90,97,100,90,100,95,90,90,95,98,100,100,92,100,16,160007,208
Dewi,P,Gresik,14,2,90,97,100,95,96,98,92,97,100,90,95,95,97,90,100,95,95,90,16,160008,208
Endah,P,Gresik,13,5,95,96,92,100,91,92,98,94,97,90,95,100,98,95,95,93,100,95,16,160009,208
Eva,P,Sidoarjo,13,2,90,96,95,97,100,95,96,90,90,93,97,95,90,90,90,90,95,90,16,160010,208
Farah,P,Surabaya,12,2,100,95,95,93,90,90,92,90,92,100,92,95,99,90,90,98,90,95,16,160011,208
Gita,P,Surabaya,14,2,91,90,96,94,92,100,92,94,90,92,90,100,100,100,99,95,95,94,16,160012,208
Ida,P,Gresik,13,2,90,91,95,95,99,96,92,90,91,91,95,94,97,90,90,95,100,91,14,160013,208
Ira,P,Malang,13,5,100,90,95,100,91,97,100,95,100,95,91,95,90,90,100,95,95,95,14,160014,208
Jeni,P,Surabaya,13,5,90,95,95,95,95,100,100,100,95,95,96,95,90,90,97,92,100,90,13,160015,208
Juwita,P,Surabaya,13,2,100,94,100,100,100,99,95,97,95,95,100,96,90,90,95,94,91,90,16,160016,208
Karina,P,Gresik,13,2,93,91,92,95,92,98,99,95,91,100,94,100,90,91,92,95,90,90,15,160017,208
Luthfi,L,Sidoarjo,12,2,95,98,90,95,90,96,94,95,99,94,93,90,94,95,93,95,95,92,16,160018,208
Mahendra,L,Surabaya,13,3,90,95,95,100,97,100,90,90,100,95,100,93,100,96,95,95,95,95,13,160019,208
Mega,P,Surabaya,13,3,97,95,98,99,91,92,90,96,99,90,90,95,96,95,100,90,98,93,13,160020,208
Pasha,L,Jakarta,13,2,92,99,97,90,90,95,95,94,100,96,93,93,95,100,92,95,98,90,15,160021,208
Pramana,L,Gresik,13,4,90,90,90,95,90,95,100,100,100,99,95,100,90,95,95,95,94,100,15,160022,208
Rahmat,L,Sidoarjo,13,3,90,92,90,96,90,90,93,100,99,93,95,90,100,90,95,90,96,90,15,160023,208
Rara,P,Sidoarjo,12,5,90,95,95,90,90,95,95,95,100,92,99,90,95,96,91,90,90,98,15,160024,208
Ratih,P,Malang,13,3,90,90,90,95,95,90,96,90,90,94,94,97,100,100,90,97,95,91,16,160025,208
Ratna,P,Surabaya,14,2,90,97,97,90,91,97,100,98,90,93,95,95,95,90,90,95,100,95,16,160026,208
Rina,P,Sidoarjo,13,2,96,100,91,95,90,95,100,98,91,90,98,95,95,98,100,100,100,95,15,160027,208
Sri,P,Jakarta,13,5,100,96,91,95,90,90,95,90,96,91,95,90,100,94,96,95,95,98,15,160028,208
Yoga,L,Gresik,13,4,100,97,100,99,96,93,100,95,100,90,97,93,90,99,99,95,96,95,15,160029,208
Yudha,L,Sidoarjo,12,2,90,99,94,90,90,90,95,93,92,92,99,100,100,93,90,100,95,93,16,160030,208
