Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Ajeng,P,Surabaya,13,3,90,100,97,91,92,100,94,90,99,95,90,91,90,90,99,91,99,95,14,160001,203
Amira,P,Surabaya,12,2,100,97,95,100,94,94,93,90,90,100,99,99,95,90,98,98,90,92,14,160002,203
Angga,L,Surabaya,13,3,95,91,99,95,94,90,100,100,100,94,95,90,90,93,91,90,94,90,16,160003,203
Arif,L,Surabaya,12,2,95,95,95,91,90,96,96,95,96,95,96,93,95,90,95,99,91,100,15,160004,203
Bagus,L,Jakarta,12,2,95,100,100,92,95,95,100,95,90,99,100,100,99,90,93,90,99,90,15,160005,203
Bertha,P,Surabaya,12,4,97,90,91,95,100,96,96,95,98,90,92,98,90,94,95,90,90,90,15,160006,203
Chandra,L,Jakarta,13,3,90,92,94,92,90,95,100,90,97,95,90,90,95,93,100,100,92,90,16,160007,203
Dewi,P,Gresik,14,2,90,97,100,95,95,92,94,98,100,95,93,95,91,90,98,95,95,99,16,160008,203
Endah,P,Gresik,13,5,95,94,95,100,100,96,99,92,95,90,95,100,95,95,95,93,100,95,16,160009,203
Eva,P,Sidoarjo,13,2,90,94,95,100,100,95,97,90,90,96,99,95,90,100,90,90,99,90,16,160010,203
Farah,P,Surabaya,12,2,100,95,95,97,96,99,98,90,97,95,93,95,97,98,90,97,90,95,16,160011,203
Gita,P,Surabaya,14,2,94,90,90,90,100,100,97,99,90,91,90,97,100,100,98,95,95,96,16,160012,203
Ida,P,Gresik,13,2,90,100,95,95,96,98,96,90,97,95,93,90,93,90,90,95,100,95,14,160013,203
Ira,P,Malang,13,5,100,90,95,100,94,98,100,95,100,95,99,95,90,94,91,95,97,95,14,160014,203
Jeni,P,Surabaya,13,5,97,95,95,95,95,100,93,100,95,95,99,95,90,90,98,90,100,90,13,160015,203
Juwita,P,Surabaya,13,2,92,91,99,100,100,93,95,93,95,95,100,99,90,90,95,94,92,90,16,160016,203
Karina,P,Gresik,13,2,99,99,96,93,98,92,95,95,99,100,90,100,90,92,100,91,90,90,15,160017,203
Luthfi,L,Sidoarjo,12,2,95,93,90,95,90,95,95,95,90,100,91,92,100,95,92,95,93,97,16,160018,203
Mahendra,L,Surabaya,13,3,90,95,95,100,100,98,90,90,97,95,100,99,99,92,95,95,95,95,13,160019,203
Mega,P,Surabaya,13,3,95,95,93,97,100,99,90,100,93,90,90,95,98,95,100,97,93,92,13,160020,203
Pasha,L,Jakarta,13,2,100,90,92,98,90,95,95,98,91,96,91,93,95,100,90,95,99,90,15,160021,203
Pramana,L,Gresik,13,4,90,90,90,95,96,95,100,100,95,96,95,100,90,95,95,99,94,100,15,160022,203
Rahmat,L,Sidoarjo,13,3,90,97,90,98,93,90,90,97,92,93,95,90,100,90,95,95,96,90,15,160023,203
Rara,P,Sidoarjo,12,5,90,95,95,90,90,95,95,96,93,99,91,99,95,91,90,99,90,95,15,160024,203
Ratih,P,Malang,13,3,90,98,90,95,95,90,98,90,90,90,96,94,100,92,90,99,95,94,16,160025,203
Ratna,P,Surabaya,14,2,94,94,100,90,99,94,100,99,90,95,95,95,95,90,90,95,100,92,16,160026,203
Rina,P,Sidoarjo,13,2,92,93,94,95,90,95,100,90,100,96,94,95,95,96,96,100,100,95,15,160027,203
Sri,P,Jakarta,13,5,97,99,100,95,90,90,97,90,99,92,95,90,100,97,90,95,95,93,15,160028,203
Yoga,L,Gresik,13,4,100,90,100,91,100,93,100,95,100,90,98,92,90,92,90,95,95,95,15,160029,203
Yudha,L,Sidoarjo,12,2,90,95,95,90,90,90,95,92,95,95,99,100,90,94,92,100,95,98,16,160030,203
