Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Ajeng,P,Surabaya,13,3,94,100,91,96,95,100,96,90,90,95,90,99,90,90,92,93,91,95,14,160001,105
Amira,P,Surabaya,12,2,100,100,95,100,90,96,90,90,90,100,91,98,95,90,92,93,90,96,14,160002,105
Angga,L,Surabaya,13,3,95,94,92,95,92,90,100,90,100,95,95,90,90,98,92,90,97,92,16,160003,105
Arif,L,Surabaya,12,2,95,95,95,91,90,96,96,95,100,100,91,90,95,90,95,92,95,100,15,160004,105
Bagus,L,Jakarta,12,2,99,100,100,96,95,95,91,95,90,99,100,100,91,90,99,90,93,90,15,160005,105
Bertha,P,Surabaya,12,4,96,90,100,95,100,98,98,95,91,90,98,97,90,99,95,90,90,90,15,160006,105
Chandra,L,Jakarta,13,3,97,90,92,91,90,100,100,90,90,95,90,90,95,93,100,98,99,91,16,160007,105
Dewi,P,Gresik,14,2,90,99,100,95,97,94,96,92,100,100,94,95,91,90,92,95,95,93,16,160008,105
Endah,P,Gresik,13,5,95,90,97,100,93,94,99,92,95,90,95,100,96,95,95,94,100,95,16,160009,105
Eva,P,Sidoarjo,13,2,90,98,95,97,100,95,91,90,90,96,96,95,90,98,90,90,90,90,16,160010,105
Farah,P,Surabaya,12,2,100,95,95,96,98,96,94,96,95,99,92,95,97,96,90,99,90,95,16,160011,105
Gita,P,Surabaya,14,2,96,90,95,91,96,100,100,97,90,94,90,98,100,100,91,95,95,91,16,160012,105
Ida,P,Gresik,13,2,90,98,95,95,95,99,92,90,99,93,96,93,94,90,90,95,100,94,14,160013,105
Ira,P,Malang,13,5,100,90,95,100,97,100,100,95,100,95,93,95,90,99,99,95,92,95,14,160014,105
Jeni,P,Surabaya,13,5,93,95,95,95,95,100,92,100,95,95,93,95,90,90,94,100,100,90,13,160015,105
Juwita,P,Surabaya,13,2,93,91,95,100,100,98,95,94,95,95,100,90,90,90,95,91,91,90,16,160016,105
Karina,P,Gresik,13,2,95,98,94,100,98,94,97,95,90,100,90,100,90,91,90,100,90,90,15,160017,105
Luthfi,L,Sidoarjo,12,2,95,91,90,95,90,97,97,95,92,99,93,91,93,95,95,95,96,93,16,160018,105
Mahendra,L,Surabaya,13,3,90,95,95,100,100,94,90,90,91,95,100,97,99,94,95,95,95,95,13,160019,105
Mega,P,Surabaya,13,3,97,95,90,90,95,92,90,99,98,90,90,95,91,95,100,96,91,99,13,160020,105
Pasha,L,Jakarta,13,2,93,100,98,92,93,95,95,98,96,95,96,95,95,100,92,95,97,90,15,160021,105
Pramana,L,Gresik,13,4,90,90,90,95,93,95,100,100,98,91,95,100,90,95,95,94,94,100,15,160022,105
Rahmat,L,Sidoarjo,13,3,90,90,90,94,97,90,93,98,98,98,95,90,100,90,95,100,93,90,15,160023,105
Rara,P,Sidoarjo,12,5,90,95,95,90,90,95,95,100,93,90,94,96,95,99,91,91,90,90,15,160024,105
Ratih,P,Malang,13,3,90,95,90,95,95,90,98,90,90,96,100,93,100,99,90,99,95,92,16,160025,105
Ratna,P,Surabaya,14,2,100,100,100,90,99,93,100,94,90,97,95,95,95,90,90,95,100,91,16,160026,105
Rina,P,Sidoarjo,13,2,90,92,96,95,90,95,100,98,92,97,96,95,95,90,92,100,100,95,15,160027,105
Sri,P,Jakarta,13,5,92,91,100,95,90,90,93,90,90,97,95,90,100,99,90,95,95,92,15,160028,105
Yoga,L,Gresik,13,4,100,94,100,98,93,94,100,95,100,90,96,97,90,97,100,95,93,95,15,160029,105
Yudha,L,Sidoarjo,12,2,90,95,94,90,90,90,95,92,96,99,96,100,99,95,95,100,95,98,16,160030,105
