Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Ajeng,P,Surabaya,13,3,95,100,96,90,90,100,96,90,99,95,90,91,90,90,100,98,98,95,14,160001,104
Amira,P,Surabaya,12,2,100,93,95,100,93,92,91,90,90,100,98,93,95,90,93,95,90,91,14,160002,104
Angga,L,Surabaya,13,3,95,97,93,95,99,90,100,93,100,98,95,90,90,93,97,90,98,100,16,160003,104
Arif,L,Surabaya,12,2,95,95,95,100,90,96,95,95,90,100,98,99,95,90,95,97,95,100,15,160004,104
Bagus,L,Jakarta,12,2,99,100,100,99,95,95,95,95,90,98,100,100,93,90,98,90,100,90,15,160005,104
Bertha,P,Surabaya,12,4,91,90,97,95,100,94,90,95,96,90,92,93,90,100,95,90,90,90,15,160006,104
Chandra,L,Jakarta,13,3,92,92,92,96,90,94,100,90,99,95,90,90,95,93,100,99,99,93,16,160007,104
Dewi,P,Gresik,14,2,90,99,100,95,100,96,90,95,100,93,97,95,93,90,98,95,95,92,16,160008,104
Endah,P,Gresik,13,5,95,100,90,100,91,91,98,94,94,90,95,100,100,95,95,98,100,95,16,160009,104
Eva,P,Sidoarjo,13,2,90,98,95,96,100,95,98,90,90,100,92,95,90,96,90,90,98,90,16,160010,104
Farah,P,Surabaya,12,2,100,95,95,98,99,92,99,99,91,90,99,95,98,96,90,92,90,95,16,160011,104
Gita,P,Surabaya,14,2,95,90,91,97,94,100,100,91,90,91,90,97,100,100,98,95,95,92,16,160012,104
Ida,P,Gresik,13,2,90,97,95,95,99,94,93,90,94,95,90,94,93,90,90,95,100,92,14,160013,104
Ira,P,Malang,13,5,100,90,95,100,96,96,100,95,100,95,93,95,90,100,95,95,95,95,14,160014,104
Jeni,P,Surabaya,13,5,98,95,95,95,95,100,93,100,95,95,100,95,90,90,90,100,100,90,13,160015,104
Juwita,P,Surabaya,13,2,96,93,90,100,100,96,95,91,95,95,100,94,90,90,95,96,97,90,16,160016,104
Karina,P,Gresik,13,2,93,93,98,96,90,97,91,95,99,100,100,100,90,99,90,93,90,90,15,160017,104
Luthfi,L,Sidoarjo,12,2,95,95,90,95,90,96,91,95,94,96,99,100,93,95,90,95,93,99,16,160018,104
Mahendra,L,Surabaya,13,3,90,95,95,100,91,100,90,90,97,95,100,100,99,96,95,95,95,95,13,160019,104
Mega,P,Surabaya,13,3,96,95,92,94,96,98,90,91,93,90,90,95,90,95,100,95,98,96,13,160020,104
Pasha,L,Jakarta,13,2,90,92,98,90,100,95,95,95,97,90,99,98,95,100,97,95,91,90,15,160021,104
Pramana,L,Gresik,13,4,90,90,90,95,90,95,100,100,96,92,95,100,90,95,95,99,97,100,15,160022,104
Rahmat,L,Sidoarjo,13,3,90,96,90,95,91,90,92,95,91,97,95,90,100,90,95,100,91,90,15,160023,104
Rara,P,Sidoarjo,12,5,90,95,95,90,90,95,95,96,100,97,98,99,95,90,91,93,90,93,15,160024,104
Ratih,P,Malang,13,3,90,97,90,95,95,90,100,90,90,92,98,98,100,93,90,91,95,100,16,160025,104
Ratna,P,Surabaya,14,2,91,95,95,90,91,97,100,100,90,97,95,95,95,90,90,95,100,96,16,160026,104
Rina,P,Sidoarjo,13,2,95,96,94,95,90,95,100,90,91,97,100,95,95,98,92,100,100,95,15,160027,104
Sri,P,Jakarta,13,5,95,97,99,95,90,90,99,90,97,91,95,90,100,91,92,95,95,94,15,160028,104
Yoga,L,Gresik,13,4,100,93,100,92,98,95,100,95,100,90,100,94,90,91,93,95,100,95,15,160029,104
Yudha,L,Sidoarjo,12,2,90,95,94,90,90,90,95,98,91,98,97,100,94,98,98,100,95,99,16,160030,104
