Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Aditya,L,Gresik,15,5,85,80,95,100,80,85,75,90,100,75,95,80,90,85,90,80,80,95,16,160151,105
Bayu,L,Gresik,16,4,75,80,95,95,75,75,95,75,85,90,90,95,85,80,100,85,90,90,16,160152,105
Bella,P,Sidoarjo,16,2,85,80,90,85,80,85,95,100,90,90,75,85,85,90,80,85,90,90,15,160153,105
Cahya,L,Malang,15,3,85,80,95,85,85,100,90,85,100,90,90,85,100,75,85,90,80,75,15,160154,105
Danang,L,Surabaya,14,4,80,80,100,90,85,100,90,85,95,95,90,75,90,85,90,95,100,95,16,160155,105
Dion,L,Malang,15,3,95,95,90,90,90,75,75,100,80,85,75,90,90,90,90,80,95,85,15,160156,105
Eka,P,Sidoarjo,14,5,85,100,80,80,85,100,100,95,75,90,90,75,85,100,95,95,95,85,16,160157,105
Elang,L,Surabaya,15,2,95,95,85,100,85,90,80,85,100,80,100,75,100,85,100,85,80,85,16,160158,105
Ghani,L,Surabaya,15,5,75,85,85,90,85,80,95,90,80,75,85,75,95,95,80,90,90,95,16,160159,105
Hendra,L,Surabaya,15,2,85,85,85,85,90,90,95,100,90,75,75,85,75,85,75,95,80,75,16,160160,105
Heru,L,Surabaya,16,2,100,90,90,95,95,90,90,90,75,75,85,100,85,80,85,80,75,75,16,160161,105
Jeni,P,Gresik,15,5,100,80,100,80,80,95,75,80,75,90,100,100,85,85,85,75,95,95,16,160162,105
Juna,L,Surabaya,14,3,85,75,95,95,90,80,95,95,85,85,80,95,90,85,100,85,80,80,14,160163,105
Kresna,L,Gresik,15,3,80,95,90,95,85,95,90,100,90,80,90,90,85,95,75,85,95,95,16,160164,105
Pandu,L,Sidoarjo,14,2,90,85,85,85,75,75,80,100,85,80,85,85,75,85,75,100,80,95,15,160165,105
Putri,P,Surabaya,15,3,95,75,90,75,80,90,90,85,85,90,100,80,90,75,90,95,85,75,16,160166,105
Sari,P,Surabaya,15,3,95,85,95,100,80,90,75,90,100,80,75,95,85,75,100,85,95,85,16,160167,105
Siska,P,Surabaya,15,4,85,95,90,80,85,100,90,95,95,95,95,100,95,100,85,95,90,95,15,160168,105
Tama,L,Surabaya,15,2,95,90,80,95,75,85,85,75,100,95,95,95,90,95,85,80,75,95,15,160169,105
Tika,P,Surabaya,15,2,95,95,85,85,85,80,85,85,75,95,85,95,95,80,85,85,80,85,15,160170,105
Ulfa,P,Gresik,16,5,95,80,90,95,85,100,80,80,80,95,95,80,80,95,80,95,95,85,13,160171,105
Utama,L,Surabaya,14,3,75,85,90,85,85,95,80,95,75,90,95,75,95,95,80,85,85,85,16,160172,105
Vina,P,Malang,15,5,95,95,75,95,85,80,85,100,95,95,95,100,85,80,95,90,80,80,14,160173,105
Widi,P,Surabaya,15,5,95,85,85,80,85,85,95,80,75,85,85,90,90,85,85,85,95,80,16,160174,105
Wisnu,L,Gresik,15,2,90,90,75,75,95,90,75,85,85,85,80,95,95,85,85,100,90,80,14,160175,105
Wulan,P,Gresik,15,2,90,80,95,75,85,75,85,80,100,75,85,100,80,90,95,95,95,90,15,160176,105
Yoga,L,Surabaya,15,5,80,90,95,80,95,80,85,95,80,75,90,85,75,85,95,95,95,80,14,160177,105
Yogi,L,Malang,14,3,100,95,85,95,85,85,85,85,85,80,85,75,100,90,80,100,75,80,16,160178,105
Zulfikar,L,Surabaya,15,5,90,90,85,85,90,100,80,80,90,75,80,100,80,85,85,80,80,90,15,160179,105
Zulfikar,L,Gresik,15,4,80,100,75,90,80,85,100,90,85,90,95,95,85,80,90,90,85,80,14,160180,105
