Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Ayu,P,Malang,13,5,85,85,80,75,95,100,100,100,80,80,100,95,85,95,90,90,75,80,13,160181,208
Bintang,L,Surabaya,12,2,85,90,100,80,95,80,85,95,100,75,85,90,100,90,80,100,80,85,13,160182,208
Bulan,P,Sidoarjo,13,4,85,80,95,80,95,95,85,95,95,90,85,80,80,80,95,80,100,80,15,160183,208
Bunga,P,Surabaya,13,3,100,95,80,75,90,85,75,95,85,100,100,95,90,100,85,75,95,95,14,160184,208
Edi,L,Surabaya,12,3,85,75,85,85,80,80,90,90,75,100,90,90,75,90,95,100,85,100,16,160185,208
Elok,P,Malang,13,2,85,90,100,90,100,90,95,100,90,95,90,85,90,80,75,90,95,95,13,160186,208
Erni,P,Gresik,12,4,100,100,90,75,90,95,85,75,80,75,75,90,90,85,95,95,90,90,16,160187,208
Fadhil,L,Surabaya,12,5,90,95,100,75,95,100,95,85,95,80,100,80,85,90,85,90,80,80,13,160188,208
Fitri,P,Gresik,13,3,85,75,95,80,85,100,90,95,80,95,85,90,100,90,85,100,100,95,16,160189,208
Gilang,L,Surabaya,13,3,90,95,95,95,95,95,80,95,80,95,90,80,100,85,80,95,95,80,14,160190,208
Gisel,P,Surabaya,12,3,75,95,95,100,80,95,90,95,90,90,90,100,80,95,90,75,85,95,14,160191,208
Hadi,L,Surabaya,12,2,80,90,80,75,85,100,75,85,90,95,85,75,80,80,75,90,75,75,14,160192,208
Hani,P,Malang,13,3,90,95,95,100,80,75,75,90,90,95,85,100,85,75,85,90,85,90,16,160193,208
Joni,L,Jakarta,13,5,90,95,90,95,85,85,90,80,100,95,85,75,75,95,85,75,75,75,15,160194,208
Maya,P,Surabaya,13,4,80,100,80,100,95,100,85,80,95,100,80,85,80,80,75,85,90,80,14,160195,208
Nando,L,Gresik,13,3,80,80,80,90,100,90,90,75,75,80,80,90,80,75,80,85,80,90,14,160196,208
Oktarina,P,Gresik,12,3,90,90,80,95,80,100,100,80,75,100,80,95,80,85,100,95,85,95,14,160197,208
Oktavian,L,Surabaya,12,5,80,90,90,85,85,75,75,85,90,90,95,90,80,75,80,85,85,80,16,160198,208
Olla,P,Surabaya,12,5,80,100,85,85,80,90,95,75,85,80,90,75,90,75,85,100,80,90,15,160199,208
Prita,P,Gresik,13,2,75,90,80,95,80,100,80,85,80,80,100,95,85,75,75,80,90,95,13,160200,208
Puspa,P,Surabaya,14,3,75,100,85,85,80,90,85,95,90,100,90,95,95,75,80,75,80,95,16,160201,208
Rizwan,L,Surabaya,13,3,80,85,85,75,95,75,100,75,80,75,95,90,75,95,90,100,90,80,15,160202,208
Taufik,L,Surabaya,13,3,95,90,100,80,85,80,100,75,100,95,75,75,75,100,85,100,90,90,16,160203,208
Tuti,P,Surabaya,13,5,90,85,100,95,85,100,95,100,95,100,90,80,75,90,80,100,85,95,16,160204,208
Umar,L,Malang,13,3,90,90,80,85,95,90,85,100,75,100,90,80,85,100,100,90,95,95,15,160205,208
Vini,P,Sidoarjo,13,2,80,100,90,100,85,85,90,95,85,95,95,90,90,85,85,85,80,85,15,160206,208
Vino,L,Surabaya,13,5,95,100,80,95,90,100,100,85,95,100,100,90,90,95,80,100,80,95,15,160207,208
Widya,P,Surabaya,12,4,80,90,75,80,85,90,100,90,85,85,85,90,80,80,95,95,95,95,16,160208,208
Yasmin,P,Sidoarjo,13,2,85,100,85,85,95,80,75,85,90,75,90,95,95,90,75,75,95,100,16,160209,208
Yola,P,Malang,13,4,75,80,95,75,90,80,100,95,95,75,85,85,90,95,85,95,85,75,16,160210,208
