Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Ayu,P,Malang,13,5,95,85,85,95,85,100,90,100,95,85,75,75,75,95,95,95,90,85,15,160181,110
Bintang,L,Surabaya,12,2,85,85,90,90,80,80,90,90,85,95,80,75,100,90,90,100,95,90,14,160182,110
Bulan,P,Sidoarjo,13,4,85,95,95,85,95,90,80,100,90,95,100,85,85,85,85,90,80,85,16,160183,110
Bunga,P,Surabaya,13,3,95,95,80,95,90,80,95,80,90,75,95,100,85,85,85,75,80,80,13,160184,110
Edi,L,Surabaya,12,3,85,80,90,80,85,90,100,80,90,80,90,95,95,85,80,75,95,85,13,160185,110
Elok,P,Malang,13,2,100,95,75,85,75,80,75,95,90,80,80,80,90,95,90,95,90,75,13,160186,110
Erni,P,Gresik,12,4,100,100,100,80,85,90,100,80,80,85,90,95,80,95,75,85,100,85,15,160187,110
Fadhil,L,Surabaya,12,5,75,80,75,95,95,80,80,100,85,90,85,95,75,80,95,95,75,80,16,160188,110
Fitri,P,Gresik,13,3,75,75,100,85,80,80,80,90,95,85,85,90,100,90,85,90,75,80,14,160189,110
Gilang,L,Surabaya,13,3,90,80,80,100,75,90,75,90,75,85,95,90,85,85,95,80,80,75,16,160190,110
Gisel,P,Surabaya,12,3,75,95,75,90,95,95,75,85,75,85,95,90,80,95,80,80,100,90,16,160191,110
Hadi,L,Surabaya,12,2,95,95,90,80,95,90,85,80,95,80,95,95,95,100,75,95,90,85,16,160192,110
Hani,P,Malang,13,3,90,95,90,100,100,80,85,85,85,95,80,75,95,75,90,75,90,80,13,160193,110
Joni,L,Jakarta,13,5,75,85,100,95,75,85,100,100,90,90,95,75,95,85,75,95,100,100,15,160194,110
Maya,P,Surabaya,13,4,95,100,85,80,75,80,85,75,90,80,85,85,75,90,85,85,90,75,13,160195,110
Nando,L,Gresik,13,3,75,95,95,75,80,100,80,90,90,100,75,80,80,85,90,85,80,80,16,160196,110
Oktarina,P,Gresik,12,3,90,80,80,95,85,75,85,75,85,75,95,85,90,85,95,85,85,90,15,160197,110
Oktavian,L,Surabaya,12,5,75,85,95,90,95,75,75,100,95,75,90,90,90,85,100,85,95,100,16,160198,110
Olla,P,Surabaya,12,5,90,80,100,75,90,75,95,95,95,80,95,75,80,90,80,85,100,95,16,160199,110
Prita,P,Gresik,13,2,75,95,100,95,100,100,90,80,95,85,100,100,85,90,80,100,85,85,15,160200,110
Puspa,P,Surabaya,14,3,80,90,90,95,100,90,85,85,95,95,95,85,80,85,95,100,85,95,15,160201,110
Rizwan,L,Surabaya,13,3,90,95,95,100,100,95,95,90,100,100,80,80,80,90,85,100,85,85,15,160202,110
Taufik,L,Surabaya,13,3,90,100,75,75,85,75,75,80,75,90,95,90,100,75,85,95,95,85,16,160203,110
Tuti,P,Surabaya,13,5,95,100,90,85,85,95,90,80,85,95,80,75,85,90,100,100,80,80,16,160204,110
Umar,L,Malang,13,3,100,90,85,75,90,95,80,95,100,80,85,90,85,85,85,80,80,85,16,160205,110
Vini,P,Sidoarjo,13,2,100,75,85,100,90,95,80,85,85,80,80,90,90,85,95,75,80,85,16,160206,110
Vino,L,Surabaya,13,5,95,85,100,90,90,85,80,75,100,90,100,75,95,85,80,80,85,90,14,160207,110
Widya,P,Surabaya,12,4,95,85,85,80,90,80,90,100,75,80,95,80,100,75,95,85,80,90,16,160208,110
Yasmin,P,Sidoarjo,13,2,75,80,80,80,75,80,80,85,80,75,100,85,80,75,85,90,100,100,16,160209,110
Yola,P,Malang,13,4,90,100,80,75,85,80,80,85,95,90,90,85,100,75,85,85,90,95,14,160210,110
