Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Aditya,L,Gresik,13,5,80,75,90,85,85,90,75,85,100,90,100,95,95,85,80,85,80,75,14,160151,106
Bayu,L,Gresik,14,4,95,75,95,95,90,90,90,100,80,85,75,95,75,75,100,90,95,80,13,160152,106
Bella,P,Sidoarjo,14,2,90,85,80,85,85,80,85,80,90,75,95,95,80,95,95,85,80,90,16,160153,106
Cahya,L,Malang,13,3,85,85,100,90,80,100,80,75,75,85,85,95,95,95,85,85,75,90,16,160154,106
Danang,L,Surabaya,12,4,80,95,100,80,90,100,95,85,90,95,95,75,90,95,90,85,85,100,16,160155,106
Dion,L,Malang,13,3,90,85,95,80,80,90,95,75,85,75,85,80,90,80,80,95,90,75,16,160156,106
Eka,P,Sidoarjo,12,5,90,90,80,85,90,100,95,95,95,85,80,80,80,85,95,90,95,90,15,160157,106
Elang,L,Surabaya,13,2,90,90,95,90,75,80,80,85,85,95,100,95,90,85,80,80,100,80,16,160158,106
Ghani,L,Surabaya,13,5,85,90,85,80,80,85,75,75,80,75,80,80,85,95,75,95,100,80,15,160159,106
Hendra,L,Surabaya,13,2,75,90,80,80,95,95,85,90,75,85,80,95,75,80,80,90,85,90,16,160160,106
Heru,L,Surabaya,14,2,80,100,90,85,100,100,95,85,85,75,75,90,80,90,80,90,75,90,14,160161,106
Jeni,P,Gresik,13,5,85,85,90,90,75,90,85,90,75,100,85,90,85,80,85,85,75,95,13,160162,106
Juna,L,Surabaya,12,3,90,95,85,100,95,75,90,85,90,100,95,90,80,80,90,85,90,90,14,160163,106
Kresna,L,Gresik,13,3,80,95,95,85,90,100,75,95,100,80,85,90,90,95,75,95,80,95,15,160164,106
Pandu,L,Sidoarjo,12,2,80,80,85,90,85,80,80,85,80,80,80,90,90,90,95,95,90,90,15,160165,106
Putri,P,Surabaya,13,3,85,100,75,95,95,80,75,100,90,90,80,100,85,75,80,85,75,90,16,160166,106
Sari,P,Surabaya,13,3,100,90,90,95,90,95,90,75,100,85,100,100,85,100,80,95,75,80,14,160167,106
Siska,P,Surabaya,13,4,85,80,75,90,75,95,90,95,100,100,75,85,100,95,75,85,100,85,15,160168,106
Tama,L,Surabaya,13,2,80,95,85,75,80,95,100,85,95,90,85,100,100,95,100,95,85,95,15,160169,106
Tika,P,Surabaya,13,2,90,75,80,85,100,90,85,85,95,85,85,80,100,80,90,75,90,95,16,160170,106
Ulfa,P,Gresik,14,5,95,75,100,75,75,100,95,95,95,80,95,95,100,75,90,95,75,90,14,160171,106
Utama,L,Surabaya,12,3,85,80,75,75,80,95,95,75,90,100,80,85,95,95,95,80,95,100,15,160172,106
Vina,P,Malang,13,5,80,75,90,90,95,95,95,90,80,80,75,85,90,95,90,80,85,90,16,160173,106
Widi,P,Surabaya,13,5,85,100,90,80,100,75,75,90,80,85,90,85,100,95,95,100,80,90,13,160174,106
Wisnu,L,Gresik,13,2,100,90,85,85,95,100,75,90,85,100,80,85,100,90,100,85,80,80,16,160175,106
Wulan,P,Gresik,13,2,85,95,90,90,100,85,95,100,95,100,80,95,75,80,80,95,85,85,14,160176,106
Yoga,L,Surabaya,13,5,95,90,80,80,80,75,100,90,80,85,80,85,85,85,90,90,95,85,13,160177,106
Yogi,L,Malang,12,3,95,90,100,95,90,85,100,80,100,95,90,90,85,85,85,90,90,90,16,160178,106
Zulfikar,L,Surabaya,13,5,95,90,90,80,90,85,95,100,80,95,95,75,80,80,85,85,95,85,16,160179,106
Zulfikar,L,Gresik,13,4,90,95,80,75,85,95,85,75,80,90,85,95,90,80,80,100,90,95,16,160180,106
