Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Bagas,L,Gresik,13,5,94,97,96,93,96,100,90,99,91,99,100,90,92,98,98,98,96,98,16,160061,101
Dito,L,Surabaya,13,2,91,96,94,94,98,98,93,96,98,95,94,91,90,91,91,91,92,91,14,160062,101
Fajar,L,Gresik,13,2,96,90,98,96,92,94,95,97,91,96,90,91,99,94,92,93,96,95,16,160063,101
Ilham,L,Surabaya,13,3,94,94,92,93,94,92,100,92,92,100,91,92,94,92,93,100,90,91,14,160064,101
Iqbal,L,Gresik,13,5,90,91,96,94,99,95,94,93,96,99,92,90,94,90,91,96,97,94,16,160065,101
Ivan,L,Surabaya,14,5,99,98,96,96,91,94,93,94,96,98,93,98,90,94,96,92,100,95,15,160066,101
Jaya,L,Surabaya,12,5,100,90,100,91,95,92,95,96,98,98,92,93,94,90,96,94,98,96,16,160067,101
Joko,L,Surabaya,13,4,97,92,92,90,97,97,95,91,98,92,92,100,97,95,93,93,92,98,15,160068,101
Kurniawan,L,Surabaya,14,3,93,95,90,96,98,90,92,90,93,93,93,99,94,96,90,92,97,93,16,160069,101
Leo,L,Gresik,13,5,92,100,91,95,92,93,99,95,96,97,93,99,94,97,95,95,97,92,16,160070,101
Lukman,L,Malang,13,2,97,100,97,93,97,90,93,91,95,90,93,93,93,92,93,98,98,96,15,160071,101
Malik,L,Malang,13,2,90,99,94,100,96,94,90,98,92,95,98,98,95,98,91,95,100,100,13,160072,101
Melati,P,Gresik,13,5,93,93,97,91,93,94,94,96,93,90,96,92,94,94,92,96,94,91,13,160073,101
Melly,P,Surabaya,13,4,98,99,99,90,95,91,90,98,92,97,96,94,93,90,93,96,97,94,14,160074,101
Nizar,L,Malang,13,3,90,98,100,98,93,92,95,90,92,92,99,92,91,94,99,99,91,98,16,160075,101
Novan,L,Sidoarjo,12,2,97,99,94,97,94,94,90,94,91,94,99,97,95,97,98,97,98,94,14,160076,101
Oka,L,Surabaya,12,3,96,90,93,90,93,99,100,100,98,92,99,90,94,100,99,92,98,97,13,160077,101
Oki,L,Surabaya,13,2,95,100,91,96,99,95,100,96,96,94,94,96,93,93,98,99,100,96,15,160078,101
Ola,P,Surabaya,12,2,91,100,96,95,96,94,96,91,91,98,94,93,91,90,94,98,96,95,16,160079,101
Oskar,L,Gresik,14,3,92,93,92,90,94,99,92,91,100,90,98,95,94,90,98,97,99,90,15,160080,101
Pertiwi,P,Malang,13,3,90,97,97,90,98,100,97,90,100,90,92,93,100,93,94,91,91,98,16,160081,101
Putra,L,Surabaya,12,2,94,90,90,100,95,92,100,94,100,100,93,93,100,92,97,93,95,100,15,160082,101
Putri,P,Surabaya,13,5,94,95,95,93,98,97,91,96,90,93,99,91,99,93,94,90,90,92,14,160083,101
Qory,P,Sidoarjo,13,5,100,100,96,96,99,92,92,97,96,93,94,93,100,93,97,100,95,91,13,160084,101
Rizky,L,Gresik,13,3,97,94,100,94,96,97,100,97,96,99,99,98,99,97,90,100,99,91,13,160085,101
Syam,L,Malang,13,2,98,98,99,92,98,99,98,99,95,90,92,91,97,90,95,94,99,92,13,160086,101
Umar,L,Sidoarjo,14,2,95,94,94,100,93,95,99,92,96,95,95,97,92,91,92,99,90,95,16,160087,101
Verdi,L,Gresik,13,4,91,98,96,99,96,91,93,94,98,93,93,93,98,95,91,95,96,93,16,160088,101
Yosi,P,Surabaya,13,3,90,100,92,99,93,95,94,100,93,99,93,91,93,91,96,97,94,100,13,160089,101
Zulaikha,P,Malang,13,3,100,97,96,99,96,98,91,98,96,95,100,90,98,95,100,100,92,99,13,160090,101
