Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Bagas,L,Gresik,13,5,90,85,80,95,85,95,80,100,95,80,80,80,80,85,85,80,85,90,16,160061,109
Dito,L,Surabaya,13,2,100,85,85,100,85,95,75,95,85,90,80,100,95,85,80,90,75,100,16,160062,109
Fajar,L,Gresik,13,2,85,90,100,95,80,95,95,80,100,80,90,80,100,75,90,75,95,95,15,160063,109
Ilham,L,Surabaya,13,3,75,90,90,85,100,90,85,85,85,80,75,95,90,100,80,80,100,85,16,160064,109
Iqbal,L,Gresik,13,5,85,95,75,90,90,80,95,90,75,75,75,85,90,95,85,100,85,100,15,160065,109
Ivan,L,Surabaya,14,5,75,75,80,80,100,80,95,90,75,75,90,85,90,95,90,100,95,85,15,160066,109
Jaya,L,Surabaya,12,5,90,85,80,90,75,80,95,85,80,95,85,75,80,95,90,90,85,80,13,160067,109
Joko,L,Surabaya,13,4,90,95,95,95,95,95,90,75,95,100,100,90,90,80,95,95,75,90,16,160068,109
Kurniawan,L,Surabaya,14,3,75,80,85,95,90,90,90,90,90,100,75,80,85,80,95,95,80,95,14,160069,109
Leo,L,Gresik,13,5,85,80,95,75,80,90,85,90,85,95,75,90,90,95,85,85,75,85,16,160070,109
Lukman,L,Malang,13,2,85,100,85,90,75,85,90,85,80,75,75,80,90,75,95,75,95,75,16,160071,109
Malik,L,Malang,13,2,80,75,85,80,95,75,90,90,80,95,95,80,90,90,75,85,90,85,16,160072,109
Melati,P,Gresik,13,5,80,95,75,85,90,95,95,80,90,90,75,85,90,80,100,75,90,100,14,160073,109
Melly,P,Surabaya,13,4,80,85,90,90,90,80,95,80,90,80,95,100,75,85,80,95,85,85,13,160074,109
Nizar,L,Malang,13,3,90,100,100,75,90,95,85,75,80,90,95,100,80,75,90,75,80,80,14,160075,109
Novan,L,Sidoarjo,12,2,85,75,75,90,85,95,80,90,85,95,85,75,90,95,75,85,100,100,13,160076,109
Oka,L,Surabaya,12,3,80,75,80,75,85,85,90,90,80,90,95,100,95,85,95,90,95,90,15,160077,109
Oki,L,Surabaya,13,2,100,85,90,80,80,75,90,90,90,80,95,100,80,90,80,80,80,90,16,160078,109
Ola,P,Surabaya,12,2,75,100,95,90,85,100,75,85,95,90,75,95,85,75,90,80,85,85,16,160079,109
Oskar,L,Gresik,14,3,85,95,85,95,90,80,100,95,90,85,80,90,90,80,80,80,85,90,15,160080,109
Pertiwi,P,Malang,13,3,85,90,80,90,95,95,100,80,80,90,80,75,85,80,90,75,85,85,15,160081,109
Putra,L,Surabaya,12,2,90,75,85,100,85,100,75,100,80,90,80,80,90,75,75,95,85,85,16,160082,109
Putri,P,Surabaya,13,5,85,95,100,100,95,90,80,95,80,95,90,80,85,90,80,95,80,75,15,160083,109
Qory,P,Sidoarjo,13,5,95,90,80,75,85,95,100,85,85,100,100,85,95,95,90,80,75,90,15,160084,109
Rizky,L,Gresik,13,3,85,80,95,90,75,90,80,90,85,80,80,80,75,95,90,80,100,90,14,160085,109
Syam,L,Malang,13,2,80,75,95,85,80,95,100,95,90,80,75,80,80,95,75,90,85,85,16,160086,109
Umar,L,Sidoarjo,14,2,85,85,80,90,90,95,85,95,90,90,80,85,95,80,95,95,95,75,16,160087,109
Verdi,L,Gresik,13,4,80,95,80,85,95,95,75,75,90,90,100,100,80,75,95,80,90,85,16,160088,109
Yosi,P,Surabaya,13,3,90,80,100,80,95,100,100,85,85,100,75,95,90,85,80,90,95,85,16,160089,109
Zulaikha,P,Malang,13,3,90,75,90,85,95,80,95,75,80,95,75,100,85,75,95,85,95,75,16,160090,109
