Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Aldi,L,Surabaya,13,3,55,57,60,47,50,45,50,40,56,46,54,46,60,59,55,50,45,48,16,160121,208
Alvin,L,Surabaya,14,2,57,59,52,53,53,56,41,59,52,44,46,56,55,53,52,45,53,40,15,160122,208
Arini,P,Surabaya,12,5,47,47,45,40,53,53,53,49,56,45,60,48,55,41,40,56,49,47,15,160123,208
Desy,P,Surabaya,13,4,57,46,57,48,49,54,49,59,55,53,59,42,60,48,55,40,55,60,14,160124,208
Dewi,P,Sidoarjo,14,4,42,40,57,51,42,54,40,40,53,58,58,40,47,42,51,48,40,58,14,160125,208
Erlangga,L,Surabaya,13,5,59,59,53,56,56,55,59,55,47,41,57,53,53,46,53,57,59,58,16,160126,208
Erwin,L,Malang,13,5,45,40,59,44,56,46,40,40,52,40,46,60,55,42,60,40,41,58,16,160127,208
Hadi,L,Surabaya,13,4,60,55,51,50,56,43,42,48,41,45,60,58,59,50,43,44,56,44,14,160128,208
Hana,P,Jakarta,13,3,48,45,45,43,55,48,46,54,42,49,60,45,49,43,60,55,42,45,16,160129,208
Julia,P,Jakarta,13,3,49,52,57,58,55,47,43,47,54,48,40,56,48,60,49,45,44,54,14,160130,208
Karin,P,Surabaya,13,3,43,49,60,58,55,54,60,53,40,51,41,53,57,43,50,47,42,41,15,160131,208
Kartika,P,Sidoarjo,12,4,50,43,57,56,45,55,45,42,58,55,49,52,48,41,59,46,47,42,14,160132,208
Kusuma,L,Sidoarjo,13,4,43,42,53,53,46,57,59,47,48,49,49,53,60,51,45,41,47,44,13,160133,208
Lestari,P,Jakarta,12,5,56,52,55,47,59,54,56,56,45,49,42,48,56,42,41,47,44,43,14,160134,208
Mahesa,L,Surabaya,12,2,48,59,42,50,43,59,51,55,54,57,46,50,46,43,58,58,45,53,16,160135,208
Nanda,L,Surabaya,12,2,40,50,52,54,44,47,45,53,51,49,40,50,42,56,47,40,40,42,16,160136,208
Nuri,P,Surabaya,13,4,46,55,42,41,58,49,58,56,55,45,51,60,59,58,42,54,44,45,14,160137,208
Qila,P,Jakarta,14,2,51,49,51,41,45,42,58,41,56,49,56,51,54,43,58,51,55,57,15,160138,208
Shinta,P,Surabaya,12,4,51,55,52,50,54,56,58,43,51,54,40,58,45,42,43,56,55,50,14,160139,208
Tari,P,Surabaya,12,2,56,43,52,45,42,40,51,49,58,51,40,41,52,46,54,46,60,53,16,160140,208
Tegar,L,Malang,13,4,56,58,53,43,40,54,51,58,46,51,46,56,45,44,40,54,52,57,16,160141,208
Umar,L,Surabaya,12,4,44,54,51,41,54,51,44,58,42,46,44,55,57,59,47,48,43,55,14,160142,208
Vani,P,Sidoarjo,14,3,57,53,42,58,42,59,41,52,51,45,43,59,56,52,58,42,50,53,14,160143,208
Vian,L,Surabaya,12,3,59,54,58,53,55,52,56,40,47,50,60,41,49,57,45,41,47,46,16,160144,208
Vito,L,Surabaya,13,2,50,55,48,43,41,46,57,48,45,56,51,59,44,58,47,52,49,51,14,160145,208
Wahyu,L,Surabaya,13,5,47,51,58,53,57,60,46,51,52,57,45,55,40,56,52,50,54,52,16,160146,208
Yuni,P,Surabaya,13,2,42,58,53,45,42,49,56,40,60,57,50,48,51,55,44,58,40,46,13,160147,208
Zahra,P,Surabaya,12,4,57,57,47,51,54,42,53,57,44,51,41,43,43,41,57,40,53,51,14,160148,208
Zeni,P,Surabaya,13,3,45,53,45,51,52,53,46,41,58,56,57,48,46,60,58,47,46,49,16,160149,208
Zita,P,Surabaya,13,3,41,48,52,44,46,51,44,56,49,60,53,58,44,43,44,48,52,40,15,160150,208
