Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Aldi,L,Surabaya,13,3,51,50,47,46,50,45,55,47,42,60,48,43,43,46,46,50,59,45,16,160121,101
Alvin,L,Surabaya,14,2,60,48,48,53,55,44,59,55,49,58,47,47,49,51,41,47,46,51,15,160122,101
Arini,P,Surabaya,12,5,57,46,50,60,53,56,43,43,46,51,57,51,53,54,46,50,51,42,15,160123,101
Desy,P,Surabaya,13,4,45,47,49,51,52,43,43,54,47,52,48,46,53,45,48,47,41,47,14,160124,101
Dewi,P,Sidoarjo,14,4,44,57,55,42,41,42,49,57,51,42,60,55,57,45,57,60,48,56,14,160125,101
Erlangga,L,Surabaya,13,5,53,57,59,41,50,55,40,60,58,42,56,43,41,54,46,52,59,55,16,160126,101
Erwin,L,Malang,13,5,50,59,50,44,41,52,59,57,47,52,48,47,47,42,59,58,45,60,16,160127,101
Hadi,L,Surabaya,13,4,49,59,51,56,58,54,41,50,58,53,43,54,59,40,59,49,54,59,14,160128,101
Hana,P,Jakarta,13,3,49,44,40,48,43,50,41,49,55,49,43,54,58,57,40,51,43,50,16,160129,101
Julia,P,Jakarta,13,3,42,43,48,40,58,51,54,42,59,52,41,45,60,55,42,55,52,51,14,160130,101
Karin,P,Surabaya,13,3,58,54,57,47,50,43,45,50,51,49,47,47,45,54,50,54,60,44,15,160131,101
Kartika,P,Sidoarjo,12,4,58,56,59,41,58,47,40,42,40,60,54,51,56,54,60,44,41,49,14,160132,101
Kusuma,L,Sidoarjo,13,4,52,57,46,40,56,57,41,51,56,53,44,42,40,45,55,44,48,54,13,160133,101
Lestari,P,Jakarta,12,5,45,49,43,44,54,60,43,52,54,48,57,55,44,56,60,55,49,51,14,160134,101
Mahesa,L,Surabaya,12,2,48,41,55,54,57,59,50,44,40,47,52,56,50,59,51,40,41,47,16,160135,101
Nanda,L,Surabaya,12,2,53,51,48,55,56,43,59,44,57,44,45,45,56,49,49,49,48,57,16,160136,101
Nuri,P,Surabaya,13,4,42,59,60,51,45,55,55,46,57,55,40,59,49,47,48,47,56,50,14,160137,101
Qila,P,Jakarta,14,2,54,45,57,44,46,60,52,54,51,57,60,59,43,46,49,55,48,52,15,160138,101
Shinta,P,Surabaya,12,4,47,54,42,55,44,58,57,40,59,53,56,60,58,59,57,50,44,56,14,160139,101
Tari,P,Surabaya,12,2,40,43,54,55,56,53,42,54,47,59,59,40,49,47,42,58,54,48,16,160140,101
Tegar,L,Malang,13,4,47,46,44,49,60,59,49,55,40,46,51,50,56,50,60,43,44,53,16,160141,101
Umar,L,Surabaya,12,4,59,43,58,56,42,43,52,42,57,42,41,48,51,53,58,54,47,54,14,160142,101
Vani,P,Sidoarjo,14,3,54,44,44,43,54,48,56,60,59,44,57,40,59,59,48,60,50,42,14,160143,101
Vian,L,Surabaya,12,3,41,59,52,59,49,47,49,50,52,55,41,50,47,54,40,42,52,53,16,160144,101
Vito,L,Surabaya,13,2,59,43,58,44,41,60,46,41,43,52,42,45,55,44,60,57,58,52,14,160145,101
Wahyu,L,Surabaya,13,5,40,44,43,47,53,41,43,48,46,57,51,50,42,53,50,54,40,60,16,160146,101
Yuni,P,Surabaya,13,2,58,46,60,55,40,60,56,55,42,52,40,55,57,47,45,52,45,51,13,160147,101
Zahra,P,Surabaya,12,4,44,44,43,44,60,51,60,47,42,52,42,44,54,43,53,57,41,52,14,160148,101
Zeni,P,Surabaya,13,3,55,44,47,40,43,40,40,59,51,55,53,50,44,48,55,56,48,48,16,160149,101
Zita,P,Surabaya,13,3,47,47,53,45,56,48,48,43,46,43,47,51,45,55,41,58,55,44,15,160150,101
