Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Aditya,L,Gresik,14,5,54,41,53,42,53,47,43,44,44,57,56,40,47,60,45,52,60,46,16,160151,105
Bayu,L,Gresik,15,4,57,48,40,41,46,56,60,40,40,59,57,43,46,57,60,54,45,52,16,160152,105
Bella,P,Sidoarjo,15,2,56,54,44,50,47,56,48,60,49,59,53,60,50,56,43,41,48,49,16,160153,105
Cahya,L,Malang,14,3,54,54,53,47,52,40,45,52,59,54,43,42,58,53,60,44,57,58,16,160154,105
Danang,L,Surabaya,13,4,41,41,43,57,46,51,43,53,58,56,55,55,47,60,49,42,56,54,16,160155,105
Dion,L,Malang,14,3,51,50,46,46,54,52,48,41,56,58,50,60,46,57,41,52,40,56,14,160156,105
Eka,P,Sidoarjo,13,5,57,57,45,45,41,57,60,57,55,47,57,57,53,55,41,60,40,52,15,160157,105
Elang,L,Surabaya,14,2,55,46,60,49,46,48,50,46,40,59,46,56,53,54,44,47,54,51,13,160158,105
Ghani,L,Surabaya,14,5,59,49,58,51,41,53,50,51,47,56,42,45,46,43,59,53,60,59,16,160159,105
Hendra,L,Surabaya,14,2,40,46,51,48,47,41,43,59,45,54,46,45,52,53,40,57,45,56,14,160160,105
Heru,L,Surabaya,15,2,40,52,54,40,46,56,53,52,50,47,59,48,53,50,51,55,44,58,15,160161,105
Jeni,P,Gresik,14,5,54,55,56,44,45,40,55,50,58,54,47,46,56,45,55,56,56,42,16,160162,105
Juna,L,Surabaya,13,3,56,56,60,57,58,40,52,55,40,42,44,42,55,40,59,47,48,40,15,160163,105
Kresna,L,Gresik,14,3,54,58,47,43,41,48,51,57,56,50,44,55,54,40,43,51,42,56,14,160164,105
Pandu,L,Sidoarjo,13,2,43,45,49,49,49,48,43,44,55,49,48,48,43,56,41,57,55,53,15,160165,105
Putri,P,Surabaya,14,3,56,43,49,47,41,55,58,60,47,51,43,57,54,42,56,40,57,40,13,160166,105
Sari,P,Surabaya,14,3,56,54,60,47,49,52,55,57,55,51,45,56,58,54,51,57,50,41,16,160167,105
Siska,P,Surabaya,14,4,50,53,43,57,53,60,60,57,56,40,59,50,45,48,55,53,47,41,15,160168,105
Tama,L,Surabaya,14,2,53,54,55,58,45,53,48,40,45,55,42,52,54,51,45,42,52,45,16,160169,105
Tika,P,Surabaya,14,2,44,50,42,54,55,52,59,50,40,59,47,57,41,45,50,49,43,45,16,160170,105
Ulfa,P,Gresik,15,5,60,56,44,55,59,53,59,47,49,50,57,41,53,40,40,40,40,48,15,160171,105
Utama,L,Surabaya,13,3,49,45,47,57,42,40,56,48,50,51,47,48,44,49,57,48,43,57,13,160172,105
Vina,P,Malang,14,5,50,54,57,51,58,52,56,60,55,40,60,43,57,44,45,41,40,41,16,160173,105
Widi,P,Surabaya,14,5,53,41,41,54,41,60,46,47,55,45,56,41,41,49,51,52,47,45,13,160174,105
Wisnu,L,Gresik,14,2,57,45,42,46,57,41,47,47,60,58,59,41,54,45,50,43,40,43,16,160175,105
Wulan,P,Gresik,14,2,44,53,43,60,51,40,51,41,47,54,53,42,55,59,41,42,43,51,15,160176,105
Yoga,L,Surabaya,14,5,58,59,45,40,43,54,59,49,48,48,52,40,43,57,59,55,43,45,14,160177,105
Yogi,L,Malang,13,3,45,48,45,57,43,55,49,51,42,41,48,58,42,40,51,54,49,49,14,160178,105
Zulfikar,L,Surabaya,14,5,44,41,51,43,58,56,47,44,55,54,56,48,52,45,40,55,60,44,13,160179,105
Zulfikar,L,Gresik,14,4,48,41,58,54,47,43,41,59,55,56,42,52,44,60,44,52,52,47,16,160180,105
