Nama,Gender,Kota,Usia,Jarak,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11,PM12,PM13,PM14,PM15,PM16,UTS,UAS,TotalHadir,Id,Kodemapel
Chiko,L,Malang,14,4,90,75,90,85,85,85,75,100,90,95,95,100,95,85,95,100,100,95,14,160091,204
Deni,L,Malang,14,4,75,90,75,100,95,80,85,75,75,80,75,80,75,85,95,80,90,100,13,160092,204
Eko,L,Surabaya,14,3,85,90,90,85,90,80,100,100,90,85,95,90,80,85,85,95,85,80,13,160093,204
Galuh,P,Surabaya,14,4,85,75,80,80,75,75,80,85,100,80,85,80,75,80,95,100,95,95,15,160094,204
Gibran,L,Surabaya,13,3,80,80,80,85,90,85,75,75,85,80,80,90,95,95,90,100,85,75,16,160095,204
Githa,P,Sidoarjo,13,5,90,90,90,90,85,80,90,85,95,80,85,85,80,80,80,75,90,80,16,160096,204
Hani,P,Malang,14,2,75,80,80,80,100,100,90,90,100,95,75,95,95,85,90,80,80,75,15,160097,204
Hilda,P,Sidoarjo,14,3,90,85,85,80,75,80,90,95,90,85,100,75,80,100,80,90,80,85,16,160098,204
Jaya,L,Surabaya,14,3,85,85,100,90,85,85,90,80,90,95,80,95,95,90,80,95,90,85,16,160099,204
Kasih,P,Surabaya,14,5,85,95,85,85,90,75,80,85,95,90,80,90,90,90,90,80,85,100,15,160100,204
Krisna,L,Malang,14,2,95,95,80,80,85,90,90,90,90,80,95,95,85,90,80,100,100,100,16,160101,204
Leni,P,Gresik,14,4,85,85,75,100,85,80,95,90,85,95,90,85,80,75,95,100,80,85,16,160102,204
Lestari,P,Surabaya,13,5,90,100,95,80,75,80,75,90,90,85,100,80,80,95,100,85,85,80,16,160103,204
Luki,L,Jakarta,14,3,90,95,95,90,75,95,90,95,75,80,90,90,90,100,75,85,75,90,16,160104,204
Mustofa,L,Surabaya,13,2,95,90,100,85,75,90,100,95,80,90,100,80,95,95,100,85,95,75,16,160105,204
Nanda,P,Surabaya,15,4,90,80,85,80,95,90,90,100,90,85,75,80,95,90,95,95,90,75,13,160106,204
Naufal,L,Surabaya,14,2,90,80,100,90,85,80,95,90,95,95,85,85,85,85,95,90,75,90,14,160107,204
Oktavia,P,Sidoarjo,14,4,80,85,90,90,85,100,90,100,90,85,100,85,85,90,90,85,80,100,16,160108,204
Olivia,P,Malang,14,4,80,100,75,85,100,85,85,85,80,90,90,85,85,85,90,90,100,90,13,160109,204
Qori,L,Surabaya,15,5,100,95,85,90,85,90,95,95,95,85,100,75,95,80,95,80,85,80,16,160110,204
Raditya,L,Surabaya,14,2,75,95,75,80,85,90,85,95,75,95,75,95,85,90,90,85,95,85,13,160111,204
Rifqi,L,Jakarta,14,2,100,85,80,95,95,85,75,100,100,90,80,80,75,80,100,80,95,85,15,160112,204
Syafiq,L,Surabaya,15,4,90,80,100,85,95,100,80,90,100,95,80,90,90,85,90,100,90,100,15,160113,204
Ully,P,Surabaya,14,3,100,80,85,100,80,95,90,85,85,75,100,80,90,90,85,90,80,85,15,160114,204
Umi,P,Malang,14,4,100,85,80,90,90,85,85,90,85,75,85,100,90,100,75,75,95,95,13,160115,204
Victor,L,Sidoarjo,14,5,85,80,95,75,95,80,90,85,80,95,95,95,95,75,100,95,85,85,16,160116,204
Viona,P,Sidoarjo,14,5,95,80,85,80,100,90,95,90,100,85,80,85,85,90,80,80,100,85,16,160117,204
Wahyu,L,Surabaya,14,2,80,80,95,75,95,90,85,90,95,80,75,90,95,90,85,95,85,80,15,160118,204
Yanti,P,Malang,14,4,90,80,90,75,75,95,75,95,85,90,95,100,90,80,95,85,75,75,16,160119,204
Zaky,L,Malang,14,3,95,85,90,90,85,90,95,95,80,80,100,100,85,75,85,90,80,100,13,160120,204
